,node,cosit,siteId,name,addrs,parameters,lat,lng
162,NRA,000000001801,NRA_000000001801,TMU N80 060.0 N,"N80 Between Carlow Town and Strabally, Coolhenry, Co. Carlow",category=National Secondary,52.8644,-6.99106
163,NRA,000000001803,NRA_000000001803,TMU R420 010.0 N,"R420 Between Clara and Tullamore, Loughaun, Co. Offaly",category=Other,53.31254,-7.55465
164,NRA,000000001811,NRA_000000001811,TMU N81 010.0 S,"N81 Between Blessington and Tallaght, South of R114 Jn, Co. Wicklow",category=National Secondary,53.22588,-6.46505
165,NRA,000000001812,NRA_000000001812,TMU N81 000.0 N,"N81 Between Tallaght Village and M50, Tallaght, Co. Dublin",category=National Secondary,53.28737,-6.3454
166,NRA,000000001831,NRA_000000001831,TMU N83 010.0 N,"N83 Between Tuam and Dunmore, Joycegrove, Co. Galway",category=National Secondary,53.56447,-8.79326
167,NRA,000000001832,NRA_000000001832,TMU N83 040.0 S,"N83 Between N17/N83 Jn and Ballyhaunis, Southeast of N17/N83 Jn, Co. Mayo",category=National Secondary,53.88194,-8.79018
168,NRA,000000001841,NRA_000000001841,TMU N84 010.0 N,"N84 Between Galway City and Headford, Curraghline, Co. Galway",category=National Secondary,53.3312,-9.02055
169,NRA,000000001842,NRA_000000001842,TMU N84 050.0 N,"N84 Between Ballinrobe and Partry, Cloonkerry, Co. Mayo",category=National Secondary,53.64954,-9.25784
170,NRA,000000001851,NRA_000000001851,TMU N85 030.0 E,"N85 Between Ennistimon and Inagh, North of Drumcullaun, Co. Clare",category=National Secondary,52.92787,-9.26992
171,NRA,000000001871,NRA_000000001871,TMU N87 030.0 N,"N87 Between Ballyconnel and NI Border, North of Swanlinbar, Co. Cavan",category=National Secondary,54.19971,-7.70498
172,NRA,000000003101,NRA_000000003101,TMU M01 070.0 N,M1-1 M01 Dundalk Bypass Jn16 to Jn17,noam=1category=Motorway National Primary,53.98545,-6.43367
173,NRA,000000003102,NRA_000000003102,TMU M01 038.0 S,M01 Southbound Off Slip Jn09 (Superceeded by 31021 from 24th Aug 2018),showcombinedchannels=0noam=1category=Motorway National Primary,53.70422,-6.38613
174,NRA,000000003103,NRA_000000003103,TMU M01 033.0 N,M01 Northbound Jn07 to Jn08 (Superceeded by 31031 on 24th Nov 2017),noam=1category=Motorway National Primary,53.66669,-6.3404
175,NRA,000000003104,NRA_000000003104,TMU M01 038.0 N,M01 Northbound On Slip Jn09  (superceeded by 31041  2017 - 2018),noam=1category=Motorway National Primary,53.70334,-6.38608
176,NRA,000000003105,NRA_000000003105,TMU M01 034.0 S,M01 Southbound Jn07 to Jn08 (Superceeded by 31031 on 24th Nov 2017),noam=1category=Motorway National Primary,53.6732,-6.35109
177,NRA,000000003106,NRA_000000003106,TMU M01 060.0 N,M01 Castlebellingham Jn15 to  (supeceeded by 31061 November 2017),noam=1category=Motorway National Primary,53.91606,-6.41607
178,NRA,000000003111,NRA_000000003111,TMU M11 041.0 S,"M11 between Jn 17 and Jn18 , Glenealy Co.Wicklow",category=Motorway National Primary,52.96628,-6.09643
179,NRA,000000003114,NRA_000000003114,TMU M11 090.0 N,"M11 Between Jn24 Clogh and Jn 25 Enniscorthy, Co. Wexford",category=Motorway National Primary,52.6176,-6.37405
180,NRA,000000003115,NRA_000000003115,TMU M11 097.0 N,"M11 Between Jn25 Enniscorthy and Jn26 M11/N11, Co. Wexford",category=motorway national primary,52.50588,-6.51663
181,NRA,000000003171,NRA_000000003171,TMU M17 002.0 S,"M17 Between Jn19 N63 Roscommon and Jn18 M6 Galway, Co. Galway",category=Motorway National Primary,53.31443,-8.79984
182,NRA,000000003172,NRA_000000003172,TMU M17 016.0 N,"M17 Between Jn19 N63 Roscommon and Jn20 Tuam, Tuam, Co. Galway",category=Motorway National Primary,53.42765,-8.83601
183,NRA,000000003173,NRA_000000003173,TMU N17 028.0S,"N17 Tuam Bypass, Co. Galway",category=Other National Primary,53.52966,-8.86444
184,NRA,000000003181,NRA_000000003181,TMU M18 024.0 N,"M18 Between Jn16 Gort and Jn17 Ardrahan, Kilcolgan, Co. Galway",category=Motorway National Primary,53.16751,-8.84974
185,NRA,000000003182,NRA_000000003182,TMU M18 022.0 N," M18 Between Jn17 Ardrahan and Jn18 M6 Galway, Kilcolgan Co. Galway",category=Motorway National Primary,53.19194,-8.83161
186,NRA,000000003301,NRA_000000003301,TMU M03 010.0 S,TME 01 M03 Jn04 to Jn05,noam=1category=Motorway National Primary,53.42933,-6.4644
187,NRA,000000003302,NRA_000000003302,TMU M03 012.0 S,TME 02 M03 Jn05 North-side Ramps,noam=1category=Motorway National Primary,53.43897,-6.46878
188,NRA,000000003303,NRA_000000003303,TMU M03 013.0 S,TME 03 M03 Jcn05 to Jcn06,noam=1category=Motorway National Primary,53.4423,-6.47054
189,NRA,000000003304,NRA_000000003304,TMU M03 020.0 S,TME 04 M03 Jnc06 North-side Ramps ,noam=1category=Motorway National Primary,53.51162,-6.56182
190,NRA,000000003305,NRA_000000003305,TME M03 021.0 S,TME 05 M03 Jn06 to Jn07,noam=1category=Motorway National Primary,53.51602,-6.56167
191,NRA,000000003306,NRA_000000003306,TMU M03 030.0 S,TME 05 M03 Jn07 North-side Ramps ,noam=1category=Motorway National Primary,53.59938,-6.61579
192,NRA,000000003307,NRA_000000003307,TMU M03 032.0 S,TME 07 M03 Jn07 to Jn08,noam=1category=Motorway National Primary,53.60249,-6.6384
193,NRA,000000003308,NRA_000000003308,TMU M03 035.0 S,TME 08 M03 Jn08 North-side Ramps ,noam=1category=Motorway National Primary,53.61787,-6.68559
194,NRA,000000003309,NRA_000000003309,TMU M03 037.0 N,TME 09 M03 Jn08 to Jn09,noam=1category=Motorway National Primary,53.62388,-6.71424
195,NRA,000000003310,NRA_000000003310,TMU M03 040.0 S,TME 10 M03 Jn09 North-side Ramps ,noam=1category=Motorway National Primary,53.64191,-6.7428
196,NRA,000000003311,NRA_000000003311,TMU M03 041.0 N,TME 11 M03 Jn09 to Jn10,noam=1category=Motorway National Primary,53.64821,-6.74992
197,NRA,000000003312,NRA_000000003312,TMU M03 050.0 N,TME 12 M03 Jn10 Northbound On Ramp,noam=1category=Motorway National Primary,53.70779,-6.8558
198,NRA,000000003313,NRA_000000003313,TMU M03 050.0 S,TME 13 M03 Jn10 Southbound On Ramp,noam=1category=Motorway National Primary,53.70809,-6.85468
199,NRA,000000003314,NRA_000000003314,TMU M03 051.0 S,TME 14 M03 Jn10 to Jn11,noam=1category=Motorway National Primary,53.71339,-6.86808
200,NRA,000000003401,NRA_000000003401,TMU M04 052.0 E,TME-01 M04 Jn11 M04/M06 to Jn12 Kinnegad,noam=1category=Motorway National Primary,53.45392,-7.11684
201,NRA,000000003402,NRA_000000003402,TMU M06 000.0 W,TME-02 M06 Jn02  to Jn11 M04/M06,noam=1category=Motorway National Primary,53.44982,-7.10889
202,NRA,000000003403,NRA_000000003403,TMU M04 045.0 W,TME-03 M04 Jn09 Enfield to Jn10 Kinnegad ,noam=1category=Motorway National Primary,53.44432,-7.0549
203,NRA,000000003404,NRA_000000003404,TMU M04 032.0 E,TME-04 M04  Jn09  Enfield,noam=1category=Motorway National Primary,53.4098,-6.84771
204,NRA,000000003405,NRA_000000003405,TMU M04 030.0 E,TME 05 M04 Jn08 Kilcock to Jn09 Enfield,noam=1category=Motorway National Primary,53.40575,-6.8328
205,NRA,000000003601,NRA_000000003601,TMU M06 080.0 E,M06 Jn14 Ballinasloe East to Jn15 Ballinasloe West,noam=1category=Motorway National Primary,53.31604,-8.24274
206,NRA,000000003602,NRA_000000003602,TMU M06 115.0 E,M06 Jn16 Carrowkeel (Loughrea) to Jn17 Athenry,noam=1category=Motorway National Primary,53.28637,-8.75894
207,NRA,000000003603,NRA_000000003603,TMU M06 100.0 E,M06 Jn15 Ballinasloe West to Jn16 Carrowkeel (Loughrea),noam=1category=Motorway National Primary,53.26545,-8.60731
208,NRA,000000003604,NRA_000000003604,TMU M06 125.0 E,M06 Jn17 Athenry to Jn19 Glennascaul ,noam=1category=Motorway National Primary,53.29544,-8.92175
209,NRA,000000003605,NRA_000000003605,TMU M06 126.0 E,M06 Jn19 (Western Side) Ramps Glennascaul,noam=1category=Motorway National Primary,53.29526,-8.92536
210,NRA,000000003701,NRA_000000003701,TMU M08 015.0 N,M08 Jn03 Rathdowney to Jn04 Urlingford,noam=1category=Motorway National Primary,52.83988,-7.50118
211,NRA,000000003702,NRA_000000003702,TMU M08 010.0 N,M07/M08  to Jn03 Rathdowney ,noam=1category=Motorway National Primary,52.89147,-7.49197
212,NRA,000000003703,NRA_000000003703,TMU M07 100.0 W,M07 Jn19 to M07 Jn21 Borris in Ossory,category=motorway national primary,52.91507,-7.49401
213,NRA,000000003704,NRA_000000003704,TMU M07 085.0 N,M07 Jn17 Portlaoise to Jn18 Portlaoise West,noam=1category=Motorway National Primary,53.01996,-7.3333
214,NRA,000000003801,NRA_000000003801,TMU M08 130.7 N,M08 Watergrasshill Jn18 to Jn17 Northbound,category=Motorway National Primary,52.00536,-8.34384
215,NRA,000000003802,NRA_000000003802,TMU M08 130.7 S,M08 Watergrasshill Jn17 to Jn18 Southbound,category=Motorway National Primary,52.00521,-8.34312
216,NRA,000000003803,NRA_000000003803,TMU M08 125.0 N,M08 Between Jn16 and Jn17,category=Motorway National Primary,52.05035,-8.30794
217,NRA,000000003804,NRA_000000003804,TMU M08 118.1 S,"M08 Corrin Bridge, Jnc15 to Jnc16",category=Motorway National Primary,52.10814,-8.27496
218,NRA,000000003805,NRA_000000003805,TMU M08 117.6 S,M08 Corrin Jn15 South Side On/Off-Slips,category=Motorway National Primary,52.11238,-8.27305
219,NRA,000000003806,NRA_000000003806,TMU M08 117.0 N,M08 Corrin Jnc15 Northbound On-Slip,category=Motorway National Primary,52.11744,-8.27226
220,NRA,000000003807,NRA_000000003807,TMU M08 117.0 S,M08 Corrin Jnc15 Southbound Off-Slip,noam=1category=Motorway National Primary,52.11692,-8.27178
221,NRA,000000010113,NRA_000000010113,TMU M11 050.0 S,"M11 Jack Whites, North of Arklow, Co. Wicklow",category=Motorway National Primary,52.89783,-6.10118
222,NRA,000000015010,NRA_000000015010,TMU M50 040.0 S,"M50 Between Jn14 Dun Laoghaire and Jn15 Carrickmines, Cabinteely, Co. Dublin",category=Motorway National Primary,53.26272,-6.19356
223,NRA,000000015011,NRA_000000015011,TMU M50 035.0 N,"M50 Betweenn Jn15 Carrickmines and Jn16 Cherrywood ,Cabintely, Co. Dublin",category=Motorway National Primary,53.2469,-6.16456
224,NRA,000000015012,NRA_000000015012,TMU M50 040.0 N,"M50 Between Jn16 Cherrywood and Jn17 M50/M11, Shankill, Co. Dublin",category=Motorway National Primary,53.23572,-6.13921
225,NRA,000000020011,NRA_000000020011,TMU M01 005.0 N,"M01 Between Jn02 Dublin Airport and Jn03 Swords, Swords, Co. Dublin",category=Motorway National Primary,53.43663,-6.2103
226,NRA,000000020012,NRA_000000020012,TMU M01 020.0 N,"M01 Between Jn04 Donabate and Jn05 Balbriggan South, Co. Dublin",category=Motorway National Primary,53.55996,-6.21491
227,NRA,000000020013,NRA_000000020013,TMU M01 058.9 S,"M01 Between Jn11 Monasterboice and Jn12 Dunleer, Co. Louth",category=Motorway National Primary,53.81233,-6.39958
228,NRA,000000020014,NRA_000000020014,TMU M01 063.4 S,"M01 Between Jn13 Dunleer (North) and Jn14 N2/Ardee, Charleville, Co. Louth",category=Motorway National Primary,53.8498,-6.424
229,NRA,000000020016,NRA_000000020016,TMU N01 090.0 S,"N01 North of Jn20 Jonesborough, Ravensdale, Co. Louth",category=Other National Primary,54.11027,-6.36497
230,NRA,000000020018,NRA_000000020018,TMU M01 080.0 S,"M01 Between Jn18 Carlingford and Jn19 Ravensdale, Ballymascanlan Co. Louth",category=Motorway National Primary,54.0392,-6.37605
231,NRA,000000020019,NRA_000000020019,TMU M01 086.1 S,"M01 Between Jn15 Castlebellingham and Jn14 N2/Ardee, Drumleck, Co. Louth",category=Motorway National Primary,53.8912,-6.4262
232,NRA,000000020021,NRA_000000020021,TMU M02 000.0 N,"M02 Between Jn01 M50/N02 and Jn02, Coldwinters, Co Dublin",category=Motorway National Primary,53.41283,-6.31592
233,NRA,000000020022,NRA_000000020022,TMU M02 010.0 N,"M02 Between Jn02 St. Margrets and Jn03 Ashbourne (South), Ashbourne, Co. Meath",category=Motorway National Primary,53.48403,-6.37795
234,NRA,000000020023,NRA_000000020023,TMU N02 060.0 N,"N02 Between Collon and Ardee, Hunterstown, Co. Louth",category=Other National Primary,53.82612,-6.5328
235,NRA,000000020024,NRA_000000020024,TMU N02 130.0 S,"N02 Between NI Border and Emyvale, Mullinderg, Co. Monaghan",category=Other National Primary,54.39058,-6.97313
236,NRA,000000020031,NRA_000000020031,TMU R147 020.0 N,"R147 Between Dunshaughlin and Navan, Tara, Co. Meath",category=Other,53.57967,-6.58737
237,NRA,000000020032,NRA_000000020032,TMU R147 040.0 S,"R147 (Old N03) Between Kells and Navan, Martry, Co. Meath",exportidriscsv=20032category=Other,53.69842,-6.78932
238,NRA,000000020033,NRA_000000020033,TMU R147 010.0 S,"R147 (Old N03) Between Blackbull and Dunshaughlin, Co. Meath",exportidriscsv=20033category=Other,53.49123,-6.52254
239,NRA,000000020034,NRA_000000020034,TMU N03 100.0 S,"N03 Between Virginia and Cavan, Poles, Co. Cavan.",category=Other National Primary,53.99095,-7.28958
240,NRA,000000020036,NRA_000000020036,TMU N03 120.0 N,"N03 Between Belturbet and George Mitchell Bridge at NI Border, Belturbet, Co. Cavan",category=Other National Primary,54.12109,-7.48169
241,NRA,000000020041,NRA_000000020041,TMU M04 015.0 E,"M04 Between Jn06 Celbridge and Jn07 Maynooth, Maynooth, Co. Kildare",category=Motorway National Primary,53.36438,-6.56185
242,NRA,000000020042,NRA_000000020042,TMU M04 020.0 W,"M04, Maynooth,West Co. Kildare",category=Motorway National Primary,53.37465,-6.62558
243,NRA,000000020044,NRA_000000020044,TMU M04 070.0 E,"M04 Between Jn16 Delvin and Jn17 Castlepollard, Mullingar Bypass, Co. Westmeath",category=Motorway National Primary,53.54357,-7.3196
244,NRA,000000020045,NRA_000000020045,TMU N04 110.0 W,"N04 Between Dublin Road and Granard Road Roundabouts, Longford Bypass, Co. Longford",category=Other National Primary,53.72244,-7.76268
245,NRA,000000020046,NRA_000000020046,TMU N04 130.0 E,"N04 Between Longford and Carrick-on-Shannon, Dromod Bypass, Co. Leitrim",category=Other National Primary,53.8827,-7.9362
246,NRA,000000020047,NRA_000000020047,TMU N04 000.0 W,"N04 Between Jn01 N4/M50 and Jn02 Liffey Valley, Liffey Valley, Co. Dublin",category=Other National Primary,53.3555,-6.39533
247,NRA,000000020051,NRA_000000020051,TMU N05 050.0 W,"N05 Between Tulsk and Frenchpark, Frenchpark, Co. Roscommon",category=Other National Primary,53.86358,-8.40136
248,NRA,000000020061,NRA_000000020061,TMU M06 010.0 W,"M06 Between Jn02 Kinnegad (West) and Jn03 Rochfortbridge, Co. Meath",category=Motorway National Primary,53.4318,-7.22018
249,NRA,000000020062,NRA_000000020062,TMU M06 025.0 W,"M06 Between Jn04 Tyrrellspass and Jn05 Tullamore, Kilbeggan, Co. Westmeath",category=Motorway National Primary,53.35916,-7.44539
250,NRA,000000020063,NRA_000000020063,TMU M06 035.0 W,"M06 Between Jn05 Tullamore and Jn06 Moate (East), Horseleap, Co. Westmeath",category=Motorway National Primary,53.38363,-7.58138
251,NRA,000000020064,NRA_000000020064,TMU M06 060.0 S,"M06 Between Jn07 Moate (West) and Jn08 Ferbane, Athlone East, Co. Westmeath",category=Motorway National Primary,53.41239,-7.88602
252,NRA,000000020065,NRA_000000020065,TMU N06 060.0 W,"N06 Between Jn11 Athlone (Centre) and Jn12 Roscommon,  Athlone Bypass, Co. Westmeath",category=Other National Primary,53.43438,-7.94832
253,NRA,000000020066,NRA_000000020066,TMU R446 070.0 W,"R446 (Old N06) Between Athlone and Ballinasloe, Ballydangan, Co. Roscommon",category=Other,53.3616,-8.06759
254,NRA,000000020067,NRA_000000020067,TMU R446 120.0 E,"R446 (Old N06) Between Loughrea and Ballinasloe, Cappataggle, Go. Galway",category=Other,53.27069,-8.3994
255,NRA,000000020071,NRA_000000020071,TMU N07 020.0 E,"N07 Between Jn07 Kill and Jn08 Johnstown, Kill, Co. Kildare",category=other national primary,53.25016,-6.5907
256,NRA,000000020072,NRA_000000020072,TMU M07 025.0 E,"M07 Between Jn09 Naas North and Jn10 Nass South, Naas Bypass, Co. Kildare",category=Motorway National Primary,53.24144,-6.66288
257,NRA,000000020073,NRA_000000020073,TMU M07 030.0 W,"M07 Between Jn10 Naas South and Jn11 M7/M9, Lewistown, Co. Kildare ",state=1directionality=Wcategory=Motorway National Primary,53.18396,-6.73486
258,NRA,000000020074,NRA_000000020074,TMU M07 035.0 E,"M07 Between Jn12 Newbridge and Jn M07/M09 , Greatconnell, Co. Kildare ",category=Motorway National Primary,53.16645,-6.76811
259,NRA,000000020075,NRA_000000020075,TMU M07 040.0 E,"M07 Between Jn12 Newbridge and Jn13 Kildare, The Curragh, Co. Kildare",category=Motorway National Primary,53.1588,-6.85208
260,NRA,000000020076,NRA_000000020076,TMU M07 045.0 E,"M07 Between Jn13 Kildare and Jn14 Monasterevin, Kildare Town, Co. Kildare",category=Motorway National Primary,53.15473,-6.95265
261,NRA,000000020077,NRA_000000020077,TMU M07 065.0 W,"M07 Between Jn14 Monasterevin and Jn15 Ballybrittas, New Inn, Co. Laois",category=Motorway National Primary,53.09198,-7.16771
262,NRA,000000020078,NRA_000000020078,TMU M07 070.0 W,"M07 Between Jn15 Ballybrittas and Jn16 Portlaoise (East), Ballydavis, Co. Laois",category=Motorway National Primary,53.05261,-7.23607
263,NRA,000000020079,NRA_000000020079,TMU M07 080.0 E,"M07 Between Jn16 Portlaoise (East) and Jn17 Portlaoise (Centre), Co. Laois",category=Motorway National Primary,53.01308,-7.29836
264,NRA,000000020081,NRA_000000020081,TMU N77 050.0 S,"N77 Between Portlaoise and Abbeyleix, South of M7 Jn17 Portlaoise (Central), Portlaoise, Co. Laois",category=National Secondary,53.00523,-7.3046
265,NRA,000000020082,NRA_000000020082,TMU N77 030.0 S,"N77 Between Abbeyleix and Durrow, Kilamuck, Co. Laois",category=National Secondary,52.88282,-7.36429
266,NRA,000000020083,NRA_000000020083,TMU M08 060.0 N,"M08 Between Jn09 Cashel (South) and Jn10 Cahir (North), Cashel, Co. Tipperary",category=Motorway National Primary,52.47978,-7.90648
267,NRA,000000020084,NRA_000000020084,TMU M08 035.0 N,"M08 Between Jn04 Urlingford and Jn05 Twomileborris, Twomileborris, Co. Tipperary",category=Motorway National Primary,52.6702,-7.695
268,NRA,000000020085,NRA_000000020085,TMU M08 140.0 S,"M08 Between Jn18 Glanmire and Jn19 N8/N25 Dunkettle, Glanmire, Co. Cork",category=Motorway National Primary,51.9161,-8.38155
269,NRA,000000020086,NRA_000000020086,TMU M08 105.0 S,"M08 Between Jn13 Mitchelstown (South) Jn14 Fermoy(North), Mitchelstown, Co. Cork",category=Motorway National Primary,52.21668,-8.28182
270,NRA,000000020087,NRA_000000020087,TMU M08 050.0 N,"M08 Between Jn06 Thurles and Jn07 Cashel (North), Cashel, Co. Tipperary",category=Motorway National Primary,52.55771,-7.85157
271,NRA,000000020088,NRA_000000020088,TMU M08 040.0 N,"M08 Between Jn05 Twomileborris and Jn06 Thurles, Thurles, Co. Tipperary",category=Motorway National Primary,52.6611,-7.72258
272,NRA,000000020089,NRA_000000020089,TMU M08 020.0 N,"M08 Between Jn03 Rathdowney and Jn04 Urlingford, Glashare, Co. Kilkenny",category=Motorway National Primary,52.78875,-7.52357
273,NRA,000000020091,NRA_000000020091,TMU M09 020.0 S,"M09 Between Jn02 Kilcullen and Jn03 Athy, Crookstown, Co. Kildare",category=Motorway National Primary,53.02617,-6.81739
274,NRA,000000020092,NRA_000000020092,TMU M09 030.0 S,"M09 Between Jnc 3 Kilcullen and Jnc 4 Castledermot, Co. Kildare",category=motorway national primary,52.91377,-6.8652
275,NRA,000000020093,NRA_000000020093,TMU M09 111.0 N,"M09 Between Jn11 Mullinavat and Jn12 M9/N24/N25 Grannagh, Mullinavat, Co. Kilkenny",category=Motorway National Primary,52.36673,-7.1653
276,NRA,000000020094,NRA_000000020094,TMU M09 110.0 N,"M09 Between Jn10 Knocktopher and Jn11 Mullinavat, Co. Kilkenny",category=Motorway National Primary,52.38173,-7.17208
277,NRA,000000020111,NRA_000000020111,TMU M11 015.0 S,"M11 Between Jn5 Bray North and Jn6 Bray Central,  Fassaroe , Co. Wicklow",category=Motorway National Primary,53.20248,-6.1296
278,NRA,000000020112,NRA_000000020112,TMU N11 020.0 N,"N11 Between Jn8 Kilmacanogue and Jn9  Glen of the Downs, Kilmacanogue, Co Wicklow",category=Other National Primary,53.15905,-6.12795
279,NRA,000000020113,NRA_000000020113,TMU N11 050.0 S,"R772 (old N11) Jack Whites, North of Arklow, Co. Wicklow",category=Other,52.89786,-6.10092
280,NRA,000000020114,NRA_000000020114,TMU N11 060.0 S,"M11 Between Jn19 Brittas Bay and Jn20 Arklow North, Arklow North, Co Wicklow",category=Motorway National Primary,52.82218,-6.14266
281,NRA,000000020115,NRA_000000020115,TMU M11 070.0 N,"M11 Between Jn21 Arklow South and and Jn22 Tinnock, Arklow South, Co. Wicklow",category=Motorway National Primary,52.77216,-6.18398
282,NRA,000000020116,NRA_000000020116,TMU M11 080.0 N,"M11 Between Jn22 Tinnock and Jn23 Courtown, Gorey, Co. Wexford",category=Motorway National Primary,52.67383,-6.25803
283,NRA,000000020117,NRA_000000020117,TMU M11 085.0 S,"M11 Between Jn23 Courtown and Clogh Roundabout, Gorey South, Co. Wexford",category=Motorway National Primary,52.65503,-6.30403
284,NRA,000000020118,NRA_000000020118,TMU M11 040.0 N,"M11 Between Jn15  and J16, Rathnew, Co. Wicklow",category=Motorway National Primary,53.00297,-6.09087
285,NRA,000000020119,NRA_000000020119,TMU M11 044.0 N,M11 Between jn 18 and Jn 19 Glenealy,category=Motorway National Primary,52.94296,-6.11081
286,NRA,000000020151,NRA_000000020151,TMU N15 030.0 N,"N15 Between Ballybofey and Donegal Town, North of Baresmore, Co. Donegal",category=Other National Primary,54.757,-7.89482
287,NRA,000000020152,NRA_000000020152,TMU N15 050.0 S,"N15 Between Ballyshannon and Donegal Town, Donegal Town Bypass, Co. Donegal",category=Other National Primary,54.64502,-8.08635
288,NRA,000000020153,NRA_000000020153,TMU N15 080.0 N,"N15 Between Bundoran and Sligo, Tullaghan, Co. Leitrim",category=Other National Primary,54.4622,-8.36523
289,NRA,000000020171,NRA_000000020171,TMU N17 105.0 S,"N17 Between Tuam and Claregalway, North of N63 Jn, Co. Galway",category=Other National Primary,53.40764,-8.91069
290,NRA,000000020172,NRA_000000020172,TMU N17 110.0 N,"N17 Between Claregalway and N63 Jn, Laghtgeorge, Co. Galway",category=Other National Primary,53.355,-8.9328
291,NRA,000000020181,NRA_000000020181,TMU M18 060.0 N,"M18 Between Jn13 Tulla Road and Jn14 Barefield, Ennis North Co Clare ",category=Motorway National Primary,52.86959,-8.94053
292,NRA,000000020182,NRA_000000020182,TMU M18 070.0 S,"M18 Between Jn11 Dromoland and Jn12 Killow, Ennis South, Co Clare",category=Motorway National Primary,52.80833,-8.93139
293,NRA,000000020183,NRA_000000020183,TMU N18 080.0 N,"N18 Between Jn7 Sixmilebridge and Jn8 Ballycasey, Hurlerscross Co Clare.",category=Other National Primary,52.71729,-8.84375
294,NRA,000000020184,NRA_000000020184,TMU N18 090.0 N,"N18 Between Jn4 Cratloemoyle and Jn5  Cratloe, Cratloe, Co Clare",category=Other National Primary,52.68842,-8.73878
295,NRA,000000020185,NRA_000000020185,TMU M18 050.0 N,"M18 Between Jn15 Crusheen and Jn16 Gort, Co Clare.",category=Motorway National Primary,52.95824,-8.89035
296,NRA,000000020186,NRA_000000020186,TMU M18 055.0 S,"M18 Between Jn14 Barefield and Jn15 Crusheen, Crusheen Co Clare.",category=Motorway National Primary,52.92631,-8.91552
297,NRA,000000020201,NRA_000000020201,TMU N20 010.0 N,"N20 Between Blarney and Cork, Blackpool, Co. Cork",category=Other National Primary,51.93303,-8.53211
298,NRA,000000020202,NRA_000000020202,TMU N20 080.0 N,"N20 Between Croom and M20, Croom North, Co.Limerick",category=Other National Primary,52.57027,-8.72005
299,NRA,000000020203,NRA_000000020203,TMU M20 095.0 N,"M20 Between Jn03 Ballycummin and Jn04 Patrickswell, Rootiagh , Co. Limerick",category=Motorway National Primary,52.6086,-8.66921
300,NRA,000000020204,NRA_000000020204,TMU N20 020.0 S,"N20 Between Blarney and Mallow, Lissavoura, Co. Cork",category=Other National Primary,52.03357,-8.6079
301,NRA,000000020205,NRA_000000020205,TMU M20 090.0 N,"M20 Between Jn02 Loughmore and Jn03 Ballycummin, Co. Limerick",category=Motorway National Primary,52.61863,-8.6457
302,NRA,000000020211,NRA_000000020211,TMU N21 040.0 S,"N21 Between Abbeyfeale and R551 Jn, Templeglantine, Co. Limerick",category=Other National Primary,52.38221,-9.22114
303,NRA,000000020212,NRA_000000020212,TMU N21 000.0 S,"N21 Between Adare and M20 Jn, Nouborough, Co. Limerick",category=Other National Primary,52.57864,-8.75221
304,NRA,000000020221,NRA_000000020221,TMU N22 110.0 E,"N22 Between Tralee and Farranfore, Flemby, Co. Kerry",category=Other National Primary,52.23527,-9.6004
305,NRA,000000020222,NRA_000000020222,TMU N22 010.0 E,"N22 Between Ballincollig and Ovens, Ballincollig, Co. Cork",category=Other National Primary,51.87858,-8.64464
306,NRA,000000020223,NRA_000000020223,TMU N22 010.0 W,"N22 South of Carrigohane, Poulavone, Co. Cork",category=Other National Primary,51.88714,-8.56911
307,NRA,000000020224,NRA_000000020224,TMU N22 060.0 E,"N22 Between Killarney and Macroom, Ballyvourney Co. Cork",category=Other National Primary,51.95679,-9.19034
308,NRA,000000020241,NRA_000000020241,TMU N24 070.0 W,"N24 Between Clonmel and Cahir, Woodroffe, Co. Tipperary",category=Other National Primary,52.37409,-7.79017
309,NRA,000000020242,NRA_000000020242,TMU N24 060.0 E,"N24 North of Cahir, Kilemly, Co. Tipperary",category=Other National Primary,52.39473,-7.90783
310,NRA,000000020243,NRA_000000020243,TMU N24 000.0 W,"N24 Between Ballysimon and R513 Jn, Killonan, Co. Limerick",category=Other National Primary,52.63854,-8.53691
311,NRA,000000020251,NRA_000000020251,TMU N25 190.0 W,"N25 Southwest of Rosslare Harbour, Kilraine Co. Wexford",category=Other National Primary,52.24288,-6.34888
312,NRA,000000020252,NRA_000000020252,TMU N25 150.0 E,"N25 Between NewRoss and Wexford Town, Carrickbyrne, Co. Wexford",category=Other National Primary,52.36016,-6.78815
313,NRA,000000020253,NRA_000000020253,TMU N25 120.0 W,"N25 Between New Ross and Waterford City, Glenmore, Co. Waterford",category=Other National Primary,52.32547,-7.05566
314,NRA,000000020255,NRA_000000020255,TMU N25 070.0 W,"N25 Northeast of Dungarvan, Skehanard, Co. Waterford",category=Other National Primary,52.10524,-7.60386
315,NRA,000000020256,NRA_000000020256,TMU N25 010.0 E,"N25 Carrigtohill Bypass, Carrigtohill, Co. Cork",category=Motorway National Primary,51.90645,-8.27244
316,NRA,000000020257,NRA_000000020257,TMU N25 005.0 E,"N25 Between Littleisland and Carigtohill, Tullegreinne, Co. Cork",category=Motorway National Primary,51.90628,-8.28723
317,NRA,000000020258,NRA_000000020258,TMU N25 000.0 E,"N25 At the Interchange Between N25 and N28, Littleisland, Co. Cork ",category=Other National Primary,51.90728,-8.35638
318,NRA,000000020301,NRA_000000020301,TMU N30 030.0 E,"N30 Between New Ross and Enniscorthy, Scarke, Co. Wexford",category=Other National Primary,52.41814,-6.89601
