G TIN,Category,Sub Category,Name,Price,Brand,Description,Promotion
5000128579988	,Household,Dishwasher and Washing Up Liquid,Co-op Dishwasher Cleaner 250ml,£3.8,Co-op,Dishwasher Cleaner,NA
5000128579520	,Household,Household Essentials,Co Op 10 Large Heavy Duty Refuse Sacks 100 Litre,£2.75,Co Op,Large Heavy Duty Refuse Sacks,NA
5000128605465	,Household,Laundry and Detergents,Co-op Bio Laundry Liquid 32 Washes 980ml,£4,Co-op,Bio Laundry Liquid,NA
5000128588362	,Household,Laundry and Detergents,Co-op Non-Bio Laundry Capsules 16 x 24.5ml (392ml),£3.55,Co-op,NA,NA
5000128817820	,Household,Cleaning,Co-op Multi Surface & Floor Cleaner Lemon 1 Litre,£1.55,Co-op,Lemon Multi Surface and Floor Cleaner,NA
5000128578639	,Household,Household Essentials,Co-op 20 Tall Kitchen Bin Liners 50 Litre,£3.75,Co-op,NA,NA
834554008379	,Household,Household Essentials,Zip Firelog 1 Log,£2.7,Zip,NA,NA
4015600499983	,Household,Household Essentials,Febreze 3Volution Air Freshener Plug-In Refill Thai Orchid 20ML,£5.5,Febreze,NA,NA
9771359423215	,Household,Magazines,Thats Life,£0.89,NA,NA,NA
5000128724241	,Household,Household Essentials,Co-op 40 Pedal Bin Liners 35 Litre,£2.75,Co-op,NA,NA
5000128677042	,Household,Laundry and Detergents,Co-op Bio Tropical Flowers Laundry Powder 780g,£2.55,Co-op,NA,NA
5011417564905	,Household,Household Essentials,Air Wick Candle Pink Sweet Pea 105g,£2,Air Wick,NA,NA
5000128692120	,Vegetarian and Vegan,Vegan,Co-op Lightly Salted Veggie Tortilla Chips 200g,£1.75,Co-op,"Lightly salted maize tortillas with sweet potato, beetroot, spinach and golden linseed.",NA
5000128692120	,"Chocolate, Crisps, Biscuits and Snacks","Crisps, Popcorn and Rice Cakes",Co-op Lightly Salted Veggie Tortilla Chips 200g,£1.75,Co-op,"Lightly salted maize tortillas with sweet potato, beetroot, spinach and golden linseed.",NA
5000128664882	,Vegetarian and Vegan,Vegan,Co-op Ready Rolled Shortcrust Pastry 375g,£1.35,Co-op,Ready Rolled Shortcrust Pastry,NA
5000128664882	,Food Cupboard,Home Baking and Sugar,Co-op Ready Rolled Shortcrust Pastry 375g,£1.35,Co-op,Ready Rolled Shortcrust Pastry,NA
5000128664882	,"Dairy, Eggs and Chilled Juice","Baking, Cooking and Pastry",Co-op Ready Rolled Shortcrust Pastry 375g,£1.35,Co-op,Ready Rolled Shortcrust Pastry,NA
5010287483507	,Household,Laundry and Detergents,Dr. Beckmann Original Service-It Washing Machine Cleaner 250ml,£3.7,Dr. Beckmann,NA,NA
5000325047921	,Household,Cleaning,Bloo Colour Active Fresh Flowers Toilet Rim Block 50g,£2.6,Bloo,NA,NA
50204977	,Household,Household Essentials,Glade Solid Gel Lily of the Valley Air Freshener 150g,£1.1,Glade,NA,NA
50158089	,Household,Cleaning,Dettol Liquid Antiseptic 500ml,£3.75,Dettol,NA,NA
5011558015441	,Household,Kitchen Foil and Cling Film,Bacofoil® The Non-Stick Kitchen Foil with Easy-Cut System 30cm x 10m,£4,Bacofoil,NA,NA
5000128952958	,Food Cupboard,Home Baking and Sugar,Co-op 100 Spotty Fairy Cake Cases,£1.1,Co-op,100 Spotty Fairy Cake Cases,NA
8710447398173	,Household,Laundry and Detergents,Comfort Blue Skies Fabric Conditioner 36 Wash 1.26 l,£3,Comfort,NA,NA
5413149418721	,Household,Cleaning,Flash Multi-Surface & Floor Liquid Cleaner Lemon 1l,£2.15,Flash,NA,NA
5000128967013	,Household,"Toilet Roll, Kitchen Roll and Tissue",Co-op Quilted Bathroom Tissue 4 Rolls,£3.15,Co-op,Quilted Bathroom Tissue,NA
5000128966221	,Household,"Toilet Roll, Kitchen Roll and Tissue",Co Op Soft White Bathroom Tissue 4 Rolls 2-Ply,£2.5,Co Op,Soft White Bathroom Tissue,NA
5029053006857	,Household,"Toilet Roll, Kitchen Roll and Tissue",Kleenex® Balsam Pocket Pack Twin Tissues,£1.35,Kleenex®,NA,NA
5011417569559	,Household,Cleaning,Dettol Antibacterial Cleansing Surface Wipes 72 Large Wipes,£3,NA,NA,NA
5011417561935	,Household,Cleaning,Dettol Antibacterial Surface Cleanser Spray 750ml,£1.5,Dettol,NA,NA
5011417548523	,Household,Dishwasher and Washing Up Liquid,Finish Dishwasher Cleaner Lemon 250ml,£2.1,Finish,NA,NA
5000128997256	,Household,Dishwasher and Washing Up Liquid,Co Op Lime Antibacterial Washing Up Liquid 450ml,£1.1,Co Op,Lime Antibacterial Washing Up Liquid,NA
8720181006289	,Household,Laundry and Detergents,Persil Non Bio Laundry Washing Liquid Detergent 24 Wash 648 ml,£6,Persil,NA,NA
5010414354991	,Household,Household Essentials,Price's 30 Tealights 10g,£3.1,Price's,NA,NA
5000128741323	,Vegetarian and Vegan,Vegan,Co Op Rosemary Crackers 185g,£1.2,Co Op,Rosemary crackers.,NA
5000128741323	,"Chocolate, Crisps, Biscuits and Snacks",Biscuits and Crackers,Co Op Rosemary Crackers 185g,£1.2,Co Op,Rosemary crackers.,NA
5000128711623	,"Fresh Fruit, Veg and Salad",Organic,Co-op Organic Cherry Tomatoes 250g,£2.25,Co Op,Organic Cherry Tomatoes,NA
5000128711623	,Vegetarian and Vegan,Vegan,Co-op Organic Cherry Tomatoes 250g,£2.25,Co Op,Organic Cherry Tomatoes,NA
5000128711623	,"Fresh Fruit, Veg and Salad",Salad and Stir Frys,Co-op Organic Cherry Tomatoes 250g,£2.25,Co Op,Organic Cherry Tomatoes,NA
5000128711623	,"Fresh Fruit, Veg and Salad",Summer Favourites,Co-op Organic Cherry Tomatoes 250g,£2.25,Co Op,Organic Cherry Tomatoes,NA
50128655	,Vegetarian and Vegan,Vegan,Co-op Fairtrade Italian Style Roast & Ground Coffee 227g,£2.8,Co-op,Italian style roast & ground coffee.,BUY ANY 2 FOR £5 (Offer valid for delivery until 12/07/2022).
50128655	,"Tea, Coffee and Hot Drinks",Ground and Coffee Beans,Co-op Fairtrade Italian Style Roast & Ground Coffee 227g,£2.8,Co-op,Italian style roast & ground coffee.,BUY ANY 2 FOR £5 (Offer valid for delivery until 12/07/2022).
5000128957113	,Vegetarian and Vegan,Vegan,Co-op Sea Salt Crackers 185g,£1.2,Co-op,Sea salt crackers.,NA
5000128957113	,"Chocolate, Crisps, Biscuits and Snacks",Biscuits and Crackers,Co-op Sea Salt Crackers 185g,£1.2,Co-op,Sea salt crackers.,NA
5011417539071	,Household,Cleaning,Harpic 100% Limescale Remover Original 750ml,£2.3,Harpic,NA,NA
5000128930611	,Household,Kitchen Foil and Cling Film,Co Op 10m Extra Wide Kitchen Foil 450mm Wide,£4,Co Op,10m Extra Wide Kitchen Foil 450mm Wide,NA
9770214388171	,Household,Magazines,Hello,£2.95,NA,NA,NA
7638900426809	,Household,"Stationery, Batteries and Toys",Energizer Max C Batteries Alkaline 2 Pack,£4.5,Energizer,NA,NA
7638900426809	,Household,Household Essentials,Energizer Max C Batteries Alkaline 2 Pack,£4.5,Energizer,NA,NA
5000128938686	,"Beers, Wines and Spirits",Cider,Co-op Irresistible Tillington Hills Premium British Cider 500ml,£2.1,Co-op,Tillington Hills Premium Dry Cider,BUY ANY 3 FOR £5.50 (Offer valid for delivery until 28/06/2022).
5000128938686	,Vegetarian and Vegan,Vegan,Co-op Irresistible Tillington Hills Premium British Cider 500ml,£2.1,Co-op,Tillington Hills Premium Dry Cider,BUY ANY 3 FOR £5.50 (Offer valid for delivery until 28/06/2022).
7638900426663	,Household,"Stationery, Batteries and Toys",Energizer Max 9V Batteries Alkaline,£4.5,Energizer,NA,NA
7638900426663	,Household,Household Essentials,Energizer Max 9V Batteries Alkaline,£4.5,Energizer,NA,NA
9771465626135	,Household,Magazines,Heat,£2.25,NA,NA,NA
5000128967259	,Bakery and Cakes,Bread and Rolls,Co-op Bakery White Toastie 800g,£0.89,Co-op,White sliced bread.,NA
5000128967259	,Vegetarian and Vegan,Vegan,Co-op Bakery White Toastie 800g,£0.89,Co-op,White sliced bread.,NA
5000128942553	,Bakery and Cakes,Bread and Rolls,Co-op Bakery Farmhouse White 400g,£0.7,Co-op,White sliced bread.,NA
5000128942553	,Vegetarian and Vegan,Vegan,Co-op Bakery Farmhouse White 400g,£0.7,Co-op,White sliced bread.,NA
5000128890663	,Frozen Foods,Vegetables and Yorkshire Puddings,Co-op Supersweet Sweetcorn 750g,£1.5,Co-op,Ready to cook supersweet sweetcorn.,ONLY £5 (Offer valid for delivery until 19/07/2022).
5000128890663	,Vegetarian and Vegan,Vegan,Co-op Supersweet Sweetcorn 750g,£1.5,Co-op,Ready to cook supersweet sweetcorn.,ONLY £5 (Offer valid for delivery until 19/07/2022).
5000128943772	,"Dairy, Eggs and Chilled Juice",Chilled Juice and Smoothies,Co-op Pure Apple Juice 1 Litre,£1.35,Co-op,Pure Apple Juice,NA
5000128943772	,Vegetarian and Vegan,Vegan,Co-op Pure Apple Juice 1 Litre,£1.35,Co-op,Pure Apple Juice,NA
5000128939539	,"Deli, Pies and Cooked Meats",Picnic 3 for 2,Co-op Mixed Olive Trio 150g,£2.65,Co-op,"Pimento stuffed green olives, pitted green olives and pitted black olives in a herb dressing.",3 FOR 2 (Offer valid for delivery until 19/07/2022).
5000128939539	,Vegetarian and Vegan,Vegan,Co-op Mixed Olive Trio 150g,£2.65,Co-op,"Pimento stuffed green olives, pitted green olives and pitted black olives in a herb dressing.",3 FOR 2 (Offer valid for delivery until 19/07/2022).
5000128939539	,"Deli, Pies and Cooked Meats","Olives, Tapas and Antipasti",Co-op Mixed Olive Trio 150g,£2.65,Co-op,"Pimento stuffed green olives, pitted green olives and pitted black olives in a herb dressing.",3 FOR 2 (Offer valid for delivery until 19/07/2022).
5000128703871	,"Dairy, Eggs and Chilled Juice",Chilled Juice and Smoothies,Co Op Orange & Mango Juice 1 Litre,£1.7,Co Op,Pasteurised squeezed orange juice and mango purée.,BUY ANY 2 FOR £3 (Offer valid for delivery until 19/07/2022).
5000128703871	,Vegetarian and Vegan,Vegan,Co Op Orange & Mango Juice 1 Litre,£1.7,Co Op,Pasteurised squeezed orange juice and mango purée.,BUY ANY 2 FOR £3 (Offer valid for delivery until 19/07/2022).
5000128703871	,"Dairy, Eggs and Chilled Juice",2 for £3 Juice,Co Op Orange & Mango Juice 1 Litre,£1.7,Co Op,Pasteurised squeezed orange juice and mango purée.,BUY ANY 2 FOR £3 (Offer valid for delivery until 19/07/2022).
5000128739160	,"Deli, Pies and Cooked Meats",Picnic 3 for 2,Co-op Houmous 200g,£1.4,Co-op,NA,3 FOR 2 (Offer valid for delivery until 19/07/2022).
5000128739160	,"Deli, Pies and Cooked Meats",Dips and Coleslaw,Co-op Houmous 200g,£1.4,Co-op,NA,3 FOR 2 (Offer valid for delivery until 19/07/2022).
5000128739160	,Vegetarian and Vegan,Vegan,Co-op Houmous 200g,£1.4,Co-op,NA,3 FOR 2 (Offer valid for delivery until 19/07/2022).
5000128703833	,"Dairy, Eggs and Chilled Juice",Chilled Juice and Smoothies,Co Op Apple & Raspberry Juice 1 Litre,£1.7,Co Op,Pasteurised pressed apple juice and raspberry purée.,BUY ANY 2 FOR £3 (Offer valid for delivery until 19/07/2022).
5000128703833	,Vegetarian and Vegan,Vegan,Co Op Apple & Raspberry Juice 1 Litre,£1.7,Co Op,Pasteurised pressed apple juice and raspberry purée.,BUY ANY 2 FOR £3 (Offer valid for delivery until 19/07/2022).
5000128687515	,Frozen Foods,Chips and Potatoes,Co-op Frozen Straight Cut Oven Chips 750g,£1.45,Co-op,Ready to cook straight cut oven chips cooked in sunflower oil.,ONLY £5 (Offer valid for delivery until 19/07/2022).
5000128687515	,Vegetarian and Vegan,Vegan,Co-op Frozen Straight Cut Oven Chips 750g,£1.45,Co-op,Ready to cook straight cut oven chips cooked in sunflower oil.,ONLY £5 (Offer valid for delivery until 19/07/2022).
5000128616904	,Vegetarian and Vegan,Vegan,Co-op French Style Dressing 150ml,£1.15,Co-op,"A classic salad dressing with white wine vinegar, Dijon mustard and rapeseed oil",NA
5000128616904	,"Fresh Fruit, Veg and Salad",Salad and Stir Frys,Co-op French Style Dressing 150ml,£1.15,Co-op,"A classic salad dressing with white wine vinegar, Dijon mustard and rapeseed oil",NA
5000128786416	,Vegetarian and Vegan,Vegan,Co-op Trimmed Salad Onions 125g,£0.65,Co-op,NA,NA
5000128786416	,"Fresh Fruit, Veg and Salad",Salad and Stir Frys,Co-op Trimmed Salad Onions 125g,£0.65,Co-op,NA,NA
5000128786416	,"Fresh Fruit, Veg and Salad",Summer Favourites,Co-op Trimmed Salad Onions 125g,£0.65,Co-op,NA,NA
5000128142052	,Vegetarian and Vegan,Vegan,Co-op British 4 Baking Potatoes,£1,Co-op,NA,NA
5000128142052	,"Fresh Fruit, Veg and Salad",Vegetables and Potatoes,Co-op British 4 Baking Potatoes,£1,Co-op,NA,NA
5019503002133	,Vegetarian and Vegan,Vegetarian,Quorn Pieces 300g,£2.5,Quorn,"Meat free savoury flavour pieces, made with mycoprotein",NA
5019503002133	,Frozen Foods,Vegetarian and Vegan,Quorn Pieces 300g,£2.5,Quorn,"Meat free savoury flavour pieces, made with mycoprotein",NA
5000128795043	,Vegetarian and Vegan,Vegan,Co-op Bakery 8 Sweet Chilli Tortilla Wraps,£1.55,Co-op,NA,NA
5000128795043	,Vegetarian and Vegan,Vegetarian,Co-op Bakery 8 Sweet Chilli Tortilla Wraps,£1.55,Co-op,NA,NA
5000128795043	,Bakery and Cakes,"Wraps, Bagels, Pittas and Thins",Co-op Bakery 8 Sweet Chilli Tortilla Wraps,£1.55,Co-op,NA,NA
5000128802994	,"Meat, Fish and Poultry",Meat Free and Plant Based,Co-op GRO Chick'n Pieces 200g,£2.2,Co-op,Soya based pieces.,ONLY £6 (Offer valid for delivery until 19/07/2022).
5000128802994	,"Meat, Fish and Poultry","Chicken, Turkey and Duck",Co-op GRO Chick'n Pieces 200g,£2.2,Co-op,Soya based pieces.,ONLY £6 (Offer valid for delivery until 19/07/2022).
5000128802994	,Vegetarian and Vegan,Vegetarian,Co-op GRO Chick'n Pieces 200g,£2.2,Co-op,Soya based pieces.,ONLY £6 (Offer valid for delivery until 19/07/2022).
5000128802994	,"Meat, Fish and Poultry",BBQ,Co-op GRO Chick'n Pieces 200g,£2.2,Co-op,Soya based pieces.,ONLY £6 (Offer valid for delivery until 19/07/2022).
5000128802994	,Vegetarian and Vegan,Vegan,Co-op GRO Chick'n Pieces 200g,£2.2,Co-op,Soya based pieces.,ONLY £6 (Offer valid for delivery until 19/07/2022).
5000128802994	,"Meat, Fish and Poultry",£6 Stir fry for 2,Co-op GRO Chick'n Pieces 200g,£2.2,Co-op,Soya based pieces.,ONLY £6 (Offer valid for delivery until 19/07/2022).
5060655451041	,Vegetarian and Vegan,Vegan,OGGS® Victoria Sponge Cakes 184g,£3.75,OGGS®,Mini Sponge Cakes Filled with Raspberry Jam and a Vanilla Flavour Frosting,NA
5060655451041	,Vegetarian and Vegan,Vegetarian,OGGS® Victoria Sponge Cakes 184g,£3.75,OGGS®,Mini Sponge Cakes Filled with Raspberry Jam and a Vanilla Flavour Frosting,NA
5060655451041	,Bakery and Cakes,"Cakes, Cake Bars, Slices and Tarts",OGGS® Victoria Sponge Cakes 184g,£3.75,OGGS®,Mini Sponge Cakes Filled with Raspberry Jam and a Vanilla Flavour Frosting,NA
5000128833813	,Food Cupboard,Tins and Packets,Co-op Baked Beans in Tomato Sauce 400g,£0.44,Co-op,NA,NA
5000128833813	,Vegetarian and Vegan,Vegan,Co-op Baked Beans in Tomato Sauce 400g,£0.44,Co-op,NA,NA
5000128715720	,Food Cupboard,"Condiments, Pickles and Chutneys",Co-op GRO Vegan Mayo 250ml,£0.6,Co-op,Vegan alternative to mayonnaise.,NA
5000128715720	,Vegetarian and Vegan,Vegan,Co-op GRO Vegan Mayo 250ml,£0.6,Co-op,Vegan alternative to mayonnaise.,NA
5000128715720	,Vegetarian and Vegan,Vegetarian,Co-op GRO Vegan Mayo 250ml,£0.6,Co-op,Vegan alternative to mayonnaise.,NA
5000128995559	,Frozen Foods,Chips and Potatoes,Co-op Frozen American Fries 750g,£1.35,Co-op,Thin cut seasoned potato chips cooked in sunflower oil.,ONLY £5 (Offer valid for delivery until 19/07/2022).
5000128995559	,Vegetarian and Vegan,Vegan,Co-op Frozen American Fries 750g,£1.35,Co-op,Thin cut seasoned potato chips cooked in sunflower oil.,ONLY £5 (Offer valid for delivery until 19/07/2022).
5000128907125	,Vegetarian and Vegan,Vegan,Co-op Pitted Black Hojiblanca Olives in Brine 330g,£1.25,Co-op,Pitted Black Hojiblanca Olives in Brine,NA
5000128907125	,Food Cupboard,"Condiments, Pickles and Chutneys",Co-op Pitted Black Hojiblanca Olives in Brine 330g,£1.25,Co-op,Pitted Black Hojiblanca Olives in Brine,NA
5000128907125	,Food Cupboard,BBQ Condiments,Co-op Pitted Black Hojiblanca Olives in Brine 330g,£1.25,Co-op,Pitted Black Hojiblanca Olives in Brine,NA
5000128836326	,Frozen Foods,Vegetables and Yorkshire Puddings,Co-op Frozen Battered Onion Rings 454g,£1.5,Co-op,Onion rings in a crispy batter.,ONLY £5 (Offer valid for delivery until 19/07/2022).
5000128836326	,Frozen Foods,Chips and Potatoes,Co-op Frozen Battered Onion Rings 454g,£1.5,Co-op,Onion rings in a crispy batter.,ONLY £5 (Offer valid for delivery until 19/07/2022).
5000128836326	,Vegetarian and Vegan,Vegan,Co-op Frozen Battered Onion Rings 454g,£1.5,Co-op,Onion rings in a crispy batter.,ONLY £5 (Offer valid for delivery until 19/07/2022).
5000128836326	,Vegetarian and Vegan,Vegetarian,Co-op Frozen Battered Onion Rings 454g,£1.5,Co-op,Onion rings in a crispy batter.,ONLY £5 (Offer valid for delivery until 19/07/2022).
5000128608268	,Frozen Foods,Vegetables and Yorkshire Puddings,Co-op Frozen Sliced Mixed Peppers 500g,£1.3,Co-op,"Ready to cook sliced green peppers, yellow peppers and red peppers.",NA
5000128608268	,Vegetarian and Vegan,Vegan,Co-op Frozen Sliced Mixed Peppers 500g,£1.3,Co-op,"Ready to cook sliced green peppers, yellow peppers and red peppers.",NA
5000128993166	,"Dairy, Eggs and Chilled Juice",Chilled Juice and Smoothies,Co-op No Added Sugar Summer Fruits Juice Drink 2 Litre,£1.6,Co-op,Pasteurised no added sugar summer fruits juice drink with sweetener.,NA
5000128993166	,Vegetarian and Vegan,Vegan,Co-op No Added Sugar Summer Fruits Juice Drink 2 Litre,£1.6,Co-op,Pasteurised no added sugar summer fruits juice drink with sweetener.,NA
5000128942027	,"Fresh Fruit, Veg and Salad",Fruit,Co Op Cherries,£1,Co Op,Cherries,NA
5000128942027	,Vegetarian and Vegan,Vegan,Co Op Cherries,£1,Co Op,Cherries,NA
5000128942027	,"Fresh Fruit, Veg and Salad",Summer Favourites,Co Op Cherries,£1,Co Op,Cherries,NA
5391528180271	,Frozen Foods,Chips and Potatoes,Strong Roots 9 Cauliflower Hash Brown 375g,£3.55,Strong Roots,"Individually quick-frozen cauliflower, potato and onion hash browns coated in a potato flake.",NA
5391528180271	,Vegetarian and Vegan,Vegetarian,Strong Roots 9 Cauliflower Hash Brown 375g,£3.55,Strong Roots,"Individually quick-frozen cauliflower, potato and onion hash browns coated in a potato flake.",NA
5391528180271	,Frozen Foods,Vegetarian and Vegan,Strong Roots 9 Cauliflower Hash Brown 375g,£3.55,Strong Roots,"Individually quick-frozen cauliflower, potato and onion hash browns coated in a potato flake.",NA
5391528180363	,Frozen Foods,Vegetables and Yorkshire Puddings,Strong Roots Spinach Bites 308g,£3,Strong Roots,Individually quick-frozen spinach bites coated in a carrot and vegetable crumb.,NA
5391528180363	,Vegetarian and Vegan,Vegetarian,Strong Roots Spinach Bites 308g,£3,Strong Roots,Individually quick-frozen spinach bites coated in a carrot and vegetable crumb.,NA
5391528180363	,Frozen Foods,Vegetarian and Vegan,Strong Roots Spinach Bites 308g,£3,Strong Roots,Individually quick-frozen spinach bites coated in a carrot and vegetable crumb.,NA
5000128963473	,Vegetarian and Vegan,Vegan,Co Op Thai Sweet Chilli Sauce 200ml,£1.7,Co Op,Dipping sauce with mild sweet chilli & garlic,NA
5000128963473	,Food Cupboard,"Condiments, Pickles and Chutneys",Co Op Thai Sweet Chilli Sauce 200ml,£1.7,Co Op,Dipping sauce with mild sweet chilli & garlic,NA
5000128957687	,Food Cupboard,World Foods,Co-op Indian Style 8 Plain Poppadoms 64g,£1.7,Co-op,NA,NA
5000128957687	,Food Cupboard,Cooking Sauces and Meal Kits,Co-op Indian Style 8 Plain Poppadoms 64g,£1.7,Co-op,NA,NA
5000128957687	,Vegetarian and Vegan,Vegan,Co-op Indian Style 8 Plain Poppadoms 64g,£1.7,Co-op,NA,NA
5000129316575	,Vegetarian and Vegan,Vegan,Co-op Brown Sauce 495g,£1.5,Co-op,NA,NA
5000129316575	,Food Cupboard,"Condiments, Pickles and Chutneys",Co-op Brown Sauce 495g,£1.5,Co-op,NA,NA
5010102243408	,"Soft Drinks, Tonic and Water",Fizzy Drinks,Tango Dark Berry Sugar Free Bottle 500ml,£1.4,Tango,"Carbonated Sugar Free Apple, Blackcurrant and Blackberry Soft Drink with Sweeteners",ONLY £4 OR LESS (Offer valid for delivery until 19/07/2022).
5000128592338	,Vegetarian and Vegan,Vegan,Co Op Ginger Nut Biscuits 200g,£0.52,Co Op,Ginger Nuts Biscuits,NA
5000128592338	,"Chocolate, Crisps, Biscuits and Snacks",Biscuits and Crackers,Co Op Ginger Nut Biscuits 200g,£0.52,Co Op,Ginger Nuts Biscuits,NA
5000128621311	,"Tea, Coffee and Hot Drinks",Tea,Co-op Decaffeinated 99 Blend Fairtrade Tea 80 Tea Bags 250g,£1.45,Co-op,Decaffeinated black tea blend tea bags.,NA
5000128621311	,Vegetarian and Vegan,Vegan,Co-op Decaffeinated 99 Blend Fairtrade Tea 80 Tea Bags 250g,£1.45,Co-op,Decaffeinated black tea blend tea bags.,NA
5000128581769	,Food Cupboard,Cooking Sauces and Meal Kits,Co-op Thai Coconut Milk 400ml,£1.8,Co-op,NA,NA
5000128581769	,Vegetarian and Vegan,Vegan,Co-op Thai Coconut Milk 400ml,£1.8,Co-op,NA,NA
5000128587044	,Food Cupboard,Cooking Sauces and Meal Kits,Co-op Oriental Light Soy Sauce 150ml,£0.9,Co-op,NA,NA
5000128587044	,Vegetarian and Vegan,Vegan,Co-op Oriental Light Soy Sauce 150ml,£0.9,Co-op,NA,NA
5000128602686	,Food Cupboard,Home Baking and Sugar,Co Op Soft Pitted Dates 250g,£2.5,Co Op,Partially rehydrated dried pitted dates.,NA
5000128602686	,Vegetarian and Vegan,Vegan,Co Op Soft Pitted Dates 250g,£2.5,Co Op,Partially rehydrated dried pitted dates.,NA
5000128769358	,Food Cupboard,Home Baking and Sugar,Co-op Strong White Bread Flour 1.5kg,£1.2,Co-op,"Strong white bread flour, ideal for loaves and rolls.",NA
5000128769358	,Vegetarian and Vegan,Vegan,Co-op Strong White Bread Flour 1.5kg,£1.2,Co-op,"Strong white bread flour, ideal for loaves and rolls.",NA
5000128929875	,Vegetarian and Vegan,Vegan,Co-op Onion Rings 125g,£1.15,Co-op,Onion flavour maize and wheat snacks.,NA
5000128929875	,"Chocolate, Crisps, Biscuits and Snacks","Crisps, Popcorn and Rice Cakes",Co-op Onion Rings 125g,£1.15,Co-op,Onion flavour maize and wheat snacks.,NA
5000128929851	,Vegetarian and Vegan,Vegan,Co-op Bacon Rashers 150g,£1.15,Co-op,"Bacon flavour maize, rice and potato snacks.",NA
5000128929851	,"Chocolate, Crisps, Biscuits and Snacks","Crisps, Popcorn and Rice Cakes",Co-op Bacon Rashers 150g,£1.15,Co-op,"Bacon flavour maize, rice and potato snacks.",NA
5000128916127	,Vegetarian and Vegan,Vegan,Co-op Sweet Popcorn 100g,£1,Co-op,Sweet popped maize.,NA
5000128916127	,"Chocolate, Crisps, Biscuits and Snacks","Crisps, Popcorn and Rice Cakes",Co-op Sweet Popcorn 100g,£1,Co-op,Sweet popped maize.,NA
5000128229784	,Food Cupboard,"Pasta, Rice and Noodles",Co Op Wholefoods Dried Red Split Lentils 500g,£1.75,Co Op,Dried Red Split Lentils,NA
5000128229784	,Vegetarian and Vegan,Vegan,Co Op Wholefoods Dried Red Split Lentils 500g,£1.75,Co Op,Dried Red Split Lentils,NA
5000129301670	,"Soft Drinks, Tonic and Water",Squash and Juice,Co-op High Juice Apple & Mango Squash 1L,£1.5,Co-op,Apple & mango high juice squash.,NA
4000177022733	,"Soft Drinks, Tonic and Water",Squash and Juice,Capri-Sun Cherry 330ml PM 99p,£0.99,Capri Sun,Fruit Juice Drink with Sugar and Sweetener,ONLY £4 OR LESS (Offer valid for delivery until 19/07/2022).
9002490248420	,"Soft Drinks, Tonic and Water",Energy and Sports Drinks,"Red Bull Energy Drink, Zero, 250ml (4 Pack)",£3.5,Red Bull,NA,NA
9002490204143	,"Soft Drinks, Tonic and Water",Energy and Sports Drinks,"Red Bull Energy Drink, 250ml (8 Pack)",£9,Red Bull,Energy drink,NA
5010102242241	,"Soft Drinks, Tonic and Water",Tonic Waters,London Essence Original Indian Tonic Water Cans 6 x 150ml,£2.5,The London Essence Co.,Tonic Water.,NA
5000129287578	,"Soft Drinks, Tonic and Water",Squash and Juice,Co-op Honest Value Pure Apple Juice 1 Litre,£0.75,Co-op,Pure apple juice from concentrate.,NA
5010438013638	,"Soft Drinks, Tonic and Water",Squash and Juice,Vimto Real Fruit Squash 2 Litre,£2,Vimto,Concentrated low calorie mixed fruit juice drink with flavourings and sweeteners.,NA
5000147030583	,"Soft Drinks, Tonic and Water",Squash and Juice,ROBINSONS Orange 1 Litre,£1.25,ROBINSONS,"Concentrated Low Calorie Orange Soft Drink with Barley, Sweeteners and Vitamins.",NA
5000128941815	,"Soft Drinks, Tonic and Water",Water and Flavoured Water,Co-op Still Mandarin & Cranberry Flavour Spring Water 1 Litre,£0.75,Co-op,Mandarin and cranberry flavour spring water drink. No added sugar with sweeteners.,NA
9002490100490	,"Soft Drinks, Tonic and Water",Energy and Sports Drinks,"Red Bull Energy Drink, 250ml (4 Pack)",£3.75,Red Bull,Energy Drink,NA
4060800001740	,"Soft Drinks, Tonic and Water",Fizzy Drinks,Pepsi Cola Bottle 1.5L,£1.6,Pepsi,Cola Flavoured Soft Drink,NA
7613034302328	,Food to Go,Meal Deal,Buxton Still Natural Mineral Water Sports Cap 500ml,£0.75,Buxton,NA,ONLY £4 OR LESS (Offer valid for delivery until 19/07/2022).
7613034302328	,"Soft Drinks, Tonic and Water",Water and Flavoured Water,Buxton Still Natural Mineral Water Sports Cap 500ml,£0.75,Buxton,NA,ONLY £4 OR LESS (Offer valid for delivery until 19/07/2022).
5449000154774	,"Soft Drinks, Tonic and Water",Fizzy Drinks,Diet Coke No Caffeine 8 x 330ml,£3.25,Diet Coke,Sparkling Low Calorie Soft Drink with Plant Extracts with Sweeteners,NA
5449000125019	,Food to Go,Meal Deal,Oasis Citrus Punch 500ml,£1.6,Oasis,Still Mixed Citrus Fruit Juice Drink with Sugar and Sweeteners,BUY ANY 2 FOR £2.40 (Offer valid for delivery until 12/07/2022). ONLY £4 OR LESS (Offer valid for delivery until 19/07/2022).
5449000125019	,"Soft Drinks, Tonic and Water",Chilled Soft Drinks,Oasis Citrus Punch 500ml,£1.6,Oasis,Still Mixed Citrus Fruit Juice Drink with Sugar and Sweeteners,BUY ANY 2 FOR £2.40 (Offer valid for delivery until 12/07/2022). ONLY £4 OR LESS (Offer valid for delivery until 19/07/2022).
