Category,Product Code,EAN Code,Product Name,Product Size,RRP,Price,VAT,Stock Service,Brand,Description,On Promo
"Confectionery, Crisps & Snacks",916536,5000237130971	,MCCOYS CHEDDAR&ONION 1.00,20X65GRM,£1.00,£11.49,20.0%,In Stock,KP Snacks Ltd,"The Hundred Official Team PartnerDiscover Cricket, Get Activethehundred.comSnacks can be enjoyed as part of a balanced diet and healthy lifestyle, including regular exercise.",No
"Confectionery, Crisps & Snacks",436250,5000159479677	,M&MS CHOCOLATE BAG 1.00,16X82GRM,£1.00,£10.69,20.0%,In Stock,M&M's,M&M's Chocolate £1 PMP Treat Bag 82g,No
"Confectionery, Crisps & Snacks",503980,5000159491600	,MALTESERS TREAT BAG 1.00,24 x 68grm,£1.00,£15.69,20.0%,In Stock,Mars Wrigley DAP UK Ltd,Maltesers Chocolate £1 PMP Treat Bag 68g,No
"Confectionery, Crisps & Snacks",916535,5000237130933	,MCCOYS FLAME GRILLED 1.00,20X65GRM,£1.00,£11.49,20.0%,In Stock,KP Snacks Ltd,"Snacks can be enjoyed as part of a balanced diet and healthy lifestyle, including regular exercise.The Hundred Official Team PartnerDiscover Cricket, Get Activethehundred.com",No
"Confectionery, Crisps & Snacks",413523,8710800991195	,FRUITTELLA STRAWBERRY 4PK,18X164GRM,£1.00,£12.49,20.0%,In Stock,Tennant & Ruttle,Find us on Facebook or Instagram @FruittellaUK,No
"Confectionery, Crisps & Snacks",122311,5000237073995	,KP CHOC DIPS 3PK,8X3PK,£1.59,£8.99,0.0%,In Stock,KP,KP Choc Dips Original 3 Pack,No
"Confectionery, Crisps & Snacks",413522,8710800974402	,FRUITTELLA CHEWY MIX 4PK,18X164GRM,£1.00,£12.49,20.0%,In Stock,Fruittella,Find us on Facebook or Instagram @FruittellaUK,No
"Confectionery, Crisps & Snacks",142782,87108729	,MENTOS MINT 3PK,25X120GRM,£1.00,£14.99,20.0%,In Stock,Mentos,Mentos Chewy Dragees Mint 3 x 38g,No
"Confectionery, Crisps & Snacks",764269,5000159531146	,TWIX 3PK 1.00,24 x 135grm,£1.00,£16.59,20.0%,In Stock,Mars Wrigley DAP UK Ltd,3x2 for £1 RRP****Recommended Retail Price,No
"Confectionery, Crisps & Snacks",764268,5000159531207	,MARS 3PK 1.00,22X122GRM,£1.00,£14.99,20.0%,In Stock,Mars Wrigley DAP UK Ltd,"Fairtrade Cocoa: mass balance is used to match Fairtrade sourcing. Visit info.fairtrade.net/sourcingSelling more of their cocoa on Fairtrade terms enables Fairtrade producers to get fairer trading conditions, stimulate social changer  and engage in environmental protection. 3 for £1 RRP****Recommended Retail Price",No
"Confectionery, Crisps & Snacks",754056,4014400921731	,WERTHERS ECLAIRS 1.00,12 x 100grm,£1.00,£8.29,20.0%,In Stock,Tennant & Ruttle,Werther's Original Eclairs 100g,No
"Confectionery, Crisps & Snacks",764267,5000159531221	,SNICKERS 3PK 1.00,22X129GRM,£1.00,£14.99,20.0%,In Stock,Mars Wrigley DAP UK Ltd,Snickers Chocolate Bars £1 PMP Multipack 3 x 41.7g,No
"Confectionery, Crisps & Snacks",916534,5000237130957	,MCCOYS SALT&VINEGAR 1.00,20X65GRM,£1.00,£11.49,20.0%,In Stock,KP Snacks Ltd,"The Hundred Official Team PartnerDiscover Cricket, Get Activethehundred.comSnacks can be enjoyed as part of a balanced diet and healthy lifestyle, including regular exercise.",No
"Confectionery, Crisps & Snacks",516925,5900951260506	,GALAXY CRISPY 1.00,24X102GRM,£1.00,£16.09,20.0%,In Stock,Mars Wrigley DAP UK Ltd,Galaxy Crispy Chocolate £1 PMP Bar 102g,No
"Confectionery, Crisps & Snacks",446096,5900951255687	,GALAXY SALTED CARAMEL 1.00,24 x 135grm,£1.00,£16.09,20.0%,In Stock,Mars Wrigley DAP UK Ltd,Galaxy Salted Caramel Chocolate £1 PMP Bar 135g,No
"Confectionery, Crisps & Snacks",428902,5900951250903	,GALAXY HONEYCOMB 1.00,24X114GRM,£1.00,£16.09,20.0%,In Stock,Galaxy,£1 RRP****Recommended Retail Price,No
"Confectionery, Crisps & Snacks",142783,87108675	,MENTOS FRUIT 3PK,NA,NA,NA,20.0%,Out of Stock,Mentos,Me&You Snap Share WinSnap a shot of you sharing a roll and tag for a chance to Win great prizes for two!The Me&You competition is open to persons aged 18+. For full T&Cs visit mentosmeandyou.co.uk,No
"Confectionery, Crisps & Snacks",916849,7622201638450	,CADBURY TWO MYSTERY BAR,NA,NA,NA,20.0%,Out of Stock,Kraft Foods UK Ltd,"BeTreatwise.netCocoa LifePartnering with Fairtrade Foundationwww.cocoalife.orgSolve for a Chance to WinSolve the mystery flavour for a chance to win a mystery prize.Unwrap another mystery with Mystery Bar 01UK, RO1 & Channel Islands,  18+ only. 10:00 11/07/22 - 17:00 07/10/22. Purchase one or both of the Cadbury Mystery Bars (Mystery Bar 01; Mystery Bar 02), then visit mysterybars.cadbury.co.uk and guess the flavour of one or both of the bars and complete the online form providing your details (full name, address, phone number, email address), place of purchase and which Mystery Bar your  guess is for. If you guess correctly, you will be entered into the Prize Draw. Prizes: 2 winners to each win either 1 x  £/€5k bespoke holiday or 1 x £/€5k cash prize or 1 x £/€5k bespoke adventure holiday. Prize to be randomly allocated as  part of the mystery. 1 prize per Mystery Bar Flavour (01 & 02). Retain receipt. Internet access required. Max 1 entry per person per day per bar (Mystery Bar Flavour (01, 02). Max  1 Prize per person. Exclusions to holidays may apply. Visit  mysterybars.cadbury.co.uk/terms-and-conditions for full T&Cs, Prize details and NI NPN. Promoter: Mondelez Europe Services GmbH - UK Branch, Cadbury House, Sanderson Road, Uxbridge, UB8 1DH.",No
"Confectionery, Crisps & Snacks",622369,5000201999511	,CADBURY FLAKE 99,1X144PK,£20.93,£13.95,20.0%,In Stock,Cadbury,Cadbury Flake 99 Chocolate Bar 144 x 8.25g,No
"Confectionery, Crisps & Snacks",446617,5000159485920	,MALTESER TEASER BAR 1.00,23X100GRM,£1.00,£15.69,20.0%,In Stock,Mars Wrigley DAP UK Ltd,Maltesers Teasers Chocolate £1 PMP Bar 100g,No
"Confectionery, Crisps & Snacks",916848,7622201640439	,CADBURY ONE MYSTERY BAR,NA,NA,NA,20.0%,Out of Stock,Kraft Foods UK Ltd,"BeTreatwise.netCocoa LifePartnering with Fairtrade Foundationwww.cocoalife.orgSolve for a Chance to WinSolve the mystery flavour for a chance to win a mystery prize.Unwrap another mystery with Mystery Bar 02UK, ROI & Channel Islands,  18+ only. 10:00 11/07/22 - 17:00 07/10/22. Purchase one or both of the Cadbury Mystery Bars (Mystery Bar 01; Mystery Bar 02), then visit mysterybars.cadbury.co.uk and guess the flavour of one or both of the bars and complete the online form providing your details (full name, address, phone number, email address), place of purchase and which Mystery Bar your  guess is for. If you guess correctly, you will be entered into the Prize Draw. Prizes: 2 winners to each win either 1 x  £/€5k bespoke holiday or 1 x £/€5k cash prize or 1 x £/€5k bespoke adventure holiday. Prize to be randomly allocated as  part of the mystery. 1 prize per Mystery Bar Flavour (01 & 02). Retain receipt. Internet access required. Max 1 entry per person per day per bar (Mystery Bar Flavour (01, 02)). Max 1 Prize per person. Exclusions to holidays may apply. Visit mysterybars.cadbury.co.uk/terms-and-conditions for full T&Cs, Prize details and NI NPN. Promoter: Mondelez Europe Services GmbH - UK Branch, Cadbury House, Sanderson Road, Uxbridge, UB8 1DH.",No
"Confectionery, Crisps & Snacks",768732,5000159532853	,MILKYWAY 60P,NA,NA,NA,20.0%,Out of Stock,Mars Wrigley DAP UK Ltd,60p RRP****Recommended Retail Price,No
"Confectionery, Crisps & Snacks",768771,5000159532839	,GALAXY RIPPLE 60P,36 x 33grm,£0.60,£13.99,20.0%,In Stock,Mars Wrigley DAP UK Ltd,60p RRP****Recommended Retail Price,No
"Confectionery, Crisps & Snacks",521066,5010478602373	,SQUASHIES S/CHERRY&APPLE1.00,12X131GRM,£1.00,£6.49,20.0%,In Stock,Swizzels Matlow,Swizzels Drumstick Squashies Sour Cherry & Apple Flavour,No
"Confectionery, Crisps & Snacks",556286,5000159504478	,MALTESER BAG 60P,40 x 37grm,£0.60,£13.99,20.0%,In Stock,Mars Wrigley DAP UK Ltd,Maltesers Chocolate £0.60 PMP Bag 37g,No
"Confectionery, Crisps & Snacks",554167,5010478354692	,SQUASHIES BUBBLEGUM 1.00,12X131GRM,£1.00,£6.49,20.0%,In Stock,Swizzels Matlow,Swizzels Drumstick Squashies Bubblegum Flavour,No
"Confectionery, Crisps & Snacks",176581,5010478468917	,SQUASHIES DRUMSTICKS 1.00,12X131GRM,£1.00,£6.49,20.0%,In Stock,Swizzels,Swizzels Drumstick Squashies Original Raspberry &,No
"Confectionery, Crisps & Snacks",769513,5010478497818	,SQUASHIES RHUB&CUST 1.00,12X131GRM,£1.00,£6.49,20.0%,In Stock,Swizzels Matlow,Swizzels Drumstick Squashies Rhubarb & Custard Flavor,No
"Confectionery, Crisps & Snacks",754060,4014400912746	,WERTHERS CREAMY 1.00,12X110GRM,£1.00,£8.29,20.0%,In Stock,Werther's Original,Werther's Original Creamy Filling 110g,No
"Confectionery, Crisps & Snacks",754057,4014400918953	,WERTHERS ORIGINAL 1.00,12X110GRM,£1.00,£8.29,20.0%,In Stock,Werther's Original,Werther's Original Butter Candies 110g,No
"Confectionery, Crisps & Snacks",555069,5000159504706	,MALTESER TEASER 60P,24 x 35grm,£0.60,£9.29,20.0%,In Stock,Mars Wrigley DAP UK Ltd,Maltesers Teasers Chocolate £0.60 PMP Bar 35g,No
Alcohol & Tobacco,237999,9414024678861	,BRANCOT CABERNET MERLOT,6 x 750mls,£10.17,£40.99,20.0%,In Stock,Dillon Bass Ltd,Brancott Estate Hawkes Bay Merlot Red Wine 75cl,No
"Confectionery, Crisps & Snacks",754288,5012159023507	,TAYTO SPIRALS SALT & VINEGAR,36X25GRM,£0.79,£15.99,20.0%,In Stock,Tayto Group Ltd,To find out more about Tayto and our products visit our website at: www.tayto.comFind us on Facebook and TwitterTweet when you eat @MrTaytoNI,No
Alcohol & Tobacco,512108,8410302106300	,CAMPO VIEJO TEMPRANILLO,6 x 75cl,£9.41,£30.99,20.0%,In Stock,Campo Viejo,Campo Viejo Tempranillo 75cl,No
"Confectionery, Crisps & Snacks",754287,5012159040009	,TAYTO ONION RINGS,36X17GRM,£0.79,£15.99,20.0%,In Stock,Tayto,To find out more about Tayto and our products visit our website at: www.tayto.comFind us on Facebook and TwitterTweet when you eat @MrTaytoNI,No
"Confectionery, Crisps & Snacks",917194,8445290281241	,AERO WHITE BARS 1.00,15X90GRM,£1.00,£9.49,20.0%,In Stock,Nestle UK Ltd,Cocoa Plan®Working with the Rainforest Alliance to support ocoa farmers and their communities.Find out more at ra.org,No
"Confectionery, Crisps & Snacks",775676,8593893774858	,AERO DARK&MILK 1.00,15X90GRM,£1.00,£9.49,20.0%,In Stock,Nestle UK Ltd,"AERO is part of the Nestle Cocoa Plan, which works with UTZ to ensure a better future for cocoa farmers and even better chocolate for you. Find out more at www.nestlecocoaplan.comEnjoying chocolate as part of a varied, balanced diet and a healthy lifestyle, is one of life's little pleasures.Visit https://www.facebook.com/aerobubblychocolate or http://www.aerochocolate.co.uk/ for more information",No
Alcohol & Tobacco,624219,9300727839114	,JACOBS CREEK SPK PINOT NOIR,1 x 750mls,£9.99,£6.99,20.0%,In Stock,Jacob's Creek,Jacob's Creek Chardonnay Pinot Noir 750ml,No
"Health, Beauty & Baby",662404,5099802150117	,VASELINE LIP TIN ORIGINAL,12 x 20grm,£1.00,£7.49,20.0%,In Stock,Vaseline,Vaseline Original Lip Balm Tin 20 g,No
Alcohol & Tobacco,624209,9300727839114	,JACOBS CREEK SPK PINOT NOIR,6 x 750mls,£9.99,£41.85,20.0%,In Stock,Jacob's Creek,Jacob's Creek Brut Cuvée Sparkling White Wine 6 x 75cl,No
"Health, Beauty & Baby",130080,5000228016420	,VASELINE ACTIVE FRESH,6 x 150mls,£1.29,£4.49,20.0%,In Stock,Unilever Ireland Personal Care,Vaseline  Active Fresh Anti-perspirant Deodorant Aerosol 150ml,No
"Health, Beauty & Baby",689859,8710447244661	,DOVE FW INVISIBLE CARE APA,6 x 150mls,£1.89,£7.29,20.0%,In Stock,Unilever Ireland Personal Care,Dove Invisible Care Anti-perspirant Deodorant Aerosol  150ml,No
"Health, Beauty & Baby",546808,5000231080371	,RADOX BATH RELAX,6 x 500mls,£1.29,£4.29,20.0%,In Stock,Radox,Radox Feel Relaxed Bath Soak 500 ml,No
"Health, Beauty & Baby",546818,5000231050855	,RADOX BATH STRESS RELIEF,6 x 500mls,£1.29,£4.29,20.0%,In Stock,Radox,Radox Stress Relief Bath Soak 500 ml,No
"Health, Beauty & Baby",445452,8710908881237	,RADOX HANDWASH MOISTURE,6 x 250mls,£1.29,£4.29,20.0%,In Stock,Unilever Ireland Personal Care,Radox Care & Moisturise Antibacterial Handwash 250 ml,No
"Health, Beauty & Baby",546418,5000231049927	,RADOX SHOWER FEEL AWAKE,6 x 250mls,£1.29,£4.29,20.0%,In Stock,Radox,Radox Feel Awake 2-in-1 Shower Gel & Shampoo 250 ml,No
"Health, Beauty & Baby",546428,5000231035142	,RADOX SHOWER REFRESH,6 x 250mls,£1.29,£4.29,20.0%,In Stock,Unilever Ireland Personal Care,Radox Feel Refreshed Shower Gel 250 ml,No
"Health, Beauty & Baby",515664,8710908379819	,RADOX SHOWER FEEL READY,6 x 250mls,£1.29,£4.29,20.0%,In Stock,Unilever Ireland Personal Care,Radox Feel Ready Shower Gel 250 ml,No
"Health, Beauty & Baby",445451,8712561736862	,RADOX HANDWASH REPLENISH,6 x 250mls,£1.29,£4.29,20.0%,In Stock,Unilever Ireland Personal Care,Radox Protect & Replenish Antibacterial Handwash 250 ml,No
"Health, Beauty & Baby",697823,8717163964965	,DOVE FW CUCUMBER APA,6 x 150mls,£1.89,£7.29,20.0%,In Stock,Dove,Dove Cucumber Anti-perspirant Deodorant Aerosol 150ml,No
Alcohol & Tobacco,530103,9300727620514	,JACOBS CREEK SPK ROSE,6 x 750mls,£10.04,£41.85,20.0%,In Stock,Jacob's Creek,Jacob's Creek Sparkling Rosé Wine 6 x 75cl,No
"Health, Beauty & Baby",405507,8711700943536	,RADOX SHOWER FEEL UPLFTED,6 x 250mls,£1.29,£4.29,20.0%,In Stock,Radox,Radox Feel Uplifted Shower Gel 250 ml,No
Frozen Goods,764899,8019013090337	,WHITE PIZZA BASE FROZEN 12IN/30CM,5X12INH,NA,£5.25,0.0%,In Stock,Musgrave Foodservice Ltd,NA,No
Frozen Goods,764898,8019013090337	,WHITE PIZZA BASE FROZEN 12IN/30CM,30X12INH,NA,£28.99,0.0%,In Stock,Musgrave Foodservice Ltd,NA,No
Frozen Goods,792383,5656565655	,BIG ALS BBQ PORK MINI ROLLS,10X340GRM,NA,£27.99,0.0%,In Stock,KEPAK CONVENIENCE FOODS,NA,No
Frozen Goods,752752,8019013090177	,MARGHERITA PIZZA FROZEN 12IN/30CM,5X28CMT,NA,£12.89,0.0%,In Stock,Musgrave Foodservice Ltd,NA,No
Frozen Goods,792361,5099556024078	,BIG AL'S MAC N'CHEESE POPS,1 x 1kgm,NA,£8.49,0.0%,In Stock,KEPAK CONVENIENCE FOODS,NA,No
Frozen Goods,752751,8019013090177	,MARGHERITA PIZZA FROZEN 12IN/30CM,25X28CMT,NA,£57.99,0.0%,In Stock,Musgrave Foodservice Ltd,Buon Forno 28 x 29cm Margherita Pizza,No
"Confectionery, Crisps & Snacks",181395,5000168031064	,JACOBS MINI CHEDDARS,30 x 45grm,£0.75,£11.99,0.0%,In Stock,United Biscuits,www.123healthybalance.com,No
"Confectionery, Crisps & Snacks",779445,5000328262833	,QUAVERS SALT & VINEGAR 6PK,20X16GRM,£1.69,£21.49,20.0%,In Stock,Walkers Ltd,Walkers Quavers Salt & Vinegar Multipack Snacks 6 x 16g,No
"Confectionery, Crisps & Snacks",779444,5000328263298	,QUAVERS PRAWN COCKTAIL 6PK,20X16GRM,£1.69,£21.49,20.0%,In Stock,Walkers Ltd,Walkers Quavers Prawn Cocktail Multipack Snacks 6x16g,No
"Confectionery, Crisps & Snacks",754277,5012159036408	,TAYTO SMOKY BACON 1.00,16X65GRM,£1.00,£9.99,20.0%,In Stock,Tayto Group Ltd,NA,No
"Confectionery, Crisps & Snacks",754292,5012159036385	,TAYTO PRAWN COCKTAIL 1.00,16X65GRM,£1.00,£9.99,20.0%,In Stock,Tayto Group Ltd,NA,No
"Confectionery, Crisps & Snacks",754278,5012159036507	,TAYTO WUSTER SAUCE 1.00,16X65GRM,£1.00,£9.99,20.0%,In Stock,Tayto Group Ltd,NA,No
"Confectionery, Crisps & Snacks",754276,5012159036521	,TAYTO PICKLED ONION 1.00,16X65GRM,£1.00,£9.99,20.0%,In Stock,Tayto Group Ltd,NA,No
"Confectionery, Crisps & Snacks",776209,5012159037443	,TAYTO SPRING ONION 1.00,16X65GRM,£1.00,£9.99,20.0%,In Stock,Tayto Group Ltd,NA,No
"Confectionery, Crisps & Snacks",754275,5012159036484	,TAYTO CHEESE&ONION 1.00,16X65GRM,£1.00,£9.99,20.0%,In Stock,Tayto Group Ltd,NA,No
"Confectionery, Crisps & Snacks",497359,5000328493435	,DORITOS CHILLI HEATWAVE,32 x 40grm,£0.79,£14.99,0.0%,In Stock,Doritos,Doritos Chilli Heatwave Tortilla Chips 40g,No
"Confectionery, Crisps & Snacks",497358,5000328740102	,DORITOS TANGY CHEESE,32 x 40grm,£0.79,£14.99,0.0%,In Stock,Doritos,Doritos Tangy Cheese Tortilla Chips 40g,No
Fresh & Chilled Goods,284508,284508000000	,SKEA EGGS CATERPACK 5 DOZ,1X60PK,NA,£7.55,0.0%,In Stock,SKEA EGGS,NA,No
Fresh & Chilled Goods,521696,5010219200233	,KERRYMAID BUTTERY,1 x 2kgm,NA,£3.59,0.0%,In Stock,Kerry Foods Ltd,Kerrymaid Rich & Creamy Buttery 2kg,No
Fresh & Chilled Goods,521691,5010219200233	,KERRYMAID BUTTERY,6 x 2kgm,NA,£21.35,0.0%,In Stock,Kerry Foods Ltd,Kerrymaid Rich & Creamy Buttery 2kg,No
Fresh & Chilled Goods,658569,106086328	,MILLAC ROSELLE SUPREME CREAM,1 x 1ltr,£3.42,£2.99,0.0%,In Stock,Lakeland Dairies North,NA,No
Fresh & Chilled Goods,552257,123454444	,LAKELAND CONC MILKSHAKE MIX,12 x 1ltr,NA,£19.49,0.0%,In Stock,Lakeland Dairies North,NA,No
Fresh & Chilled Goods,309858,103098584	,ANGELITO ICE CREAM MIX,12 x 1ltr,NA,£19.99,20.0%,In Stock,Wafer Enterprises,Kerrymaid Angelito Vanilla Flavour Ice Cream Mix 1 Litre,No
"Confectionery, Crisps & Snacks",775155,5056357900857	,SNICKERS PEANUT BUTTER PROTEIN BAR,18 x 47grm,£1.29,£13.99,20.0%,In Stock,Mars Wrigley DAP UK Ltd,Snickers Protein,No
Fresh & Chilled Goods,308149,103098584	,ANGELITO ICE CREAM MIX,1 x 1ltr,NA,£2.19,20.0%,In Stock,Wafer Enterprises,Kerrymaid Angelito Vanilla Flavour Ice Cream Mix 1 Litre,No
Fresh & Chilled Goods,252691,5010652989764	,SPRINGCOOL DAIRY ICE CREAM MIX,1 x 1ltr,£3.55,£1.95,20.0%,In Stock,Lakeland Dairies North,SpringCool Dairy Ice Cream Mix UHT 1 Litre,No
Fresh & Chilled Goods,252689,5010652989764	,SPRINGCOOL DAIRY ICE CREAM MIX,12 x 1ltr,£3.55,£22.29,20.0%,In Stock,Lakeland Dairies North,SpringCool Dairy Ice Cream Mix UHT 1 Litre,No
Fresh & Chilled Goods,494031,501038610259	,NATURAL YOGHURT,1 x 2.2kgm,NA,£3.99,0.0%,In Stock,Dromona Quality Foods,Rowan Glen Fresh Natural Low Fat Yogurt 2.25kg,No
Fresh & Chilled Goods,119456,5000187121258	,KERRYMAID GRATED WHITE CHEESE,6 x 2kgm,NA,£51.25,0.0%,In Stock,Kerrymaid,Kerrymaid Mild & Creamy Grated White 2kg,No
Fresh & Chilled Goods,119457,5000187121258	,KERRYMAID GRATED WHITE CHEESE,1 x 2kgm,NA,£8.55,0.0%,In Stock,Kerrymaid,Kerrymaid Mild & Creamy Grated White 2kg,No
Fresh & Chilled Goods,746427,8436030670128	,MY SOL DELI SERRANO HAM SLICES,1 x 500grm,NA,£7.99,0.0%,In Stock,Sol,Visit www.atasteofsol.com for news and recipe ideas.You can also find us on Facebook.,No
Fresh & Chilled Goods,746426,8436030670128	,MY SOL DELI SERRANO HAM SLICES,8 x 500grm,NA,£63.92,0.0%,In Stock,Sol,Visit www.atasteofsol.com for news and recipe ideas.You can also find us on Facebook.,No
Fresh & Chilled Goods,916087,5018222002752	,MINI MILLAR MOO CHOCOLATE 6PK,1 x 200mls,£2.49,£1.75,0.0%,In Stock,Clarke Millar Foods,NA,No
Alcohol & Tobacco,708822,9300727007391	,WYNDHAM BIN 555 SHIRAZ,6 x 750mls,£9.65,£30.99,20.0%,In Stock,Wyndham Estate,George Wyndham Bin 555 Shiraz 750ml,No
Fresh & Chilled Goods,916086,5018222002752	,MINI MILLAR MOO CHOCOLATE 6PK,5X200MLS,£2.49,£8.55,0.0%,In Stock,Clarke Millar Foods,NA,No
Fresh & Chilled Goods,916084,5018222002714	,MINI MILLAR MOO S/BERRY 6PK,1 x 200mls,£2.49,£1.75,0.0%,In Stock,Clarke Millar Foods,NA,No
Alcohol & Tobacco,399424,9300727214010	,WYNDHAM BIN 555 SHIRAZ,24 x 187mls,£1.16,£25.92,20.0%,In Stock,Wyndham Estate,NA,No
Fresh & Chilled Goods,916083,5018222002714	,MINI MILLAR MOO S/BERRY 6PK,5X200MLS,£2.49,£8.55,0.0%,In Stock,Clarke Millar Foods,NA,No
Fresh & Chilled Goods,242481,5011069153069	,COLERAINE GRATED CHEDDARMED,1 x 200grm,£2.39,£1.85,0.0%,In Stock,Coleraine,Coleraine Medium Grated Cheese 200g,No
Fresh & Chilled Goods,118408,7622201143633	,DAIRYLEA DUNKERS BRD/STICKS 69P,15X43GRM,£0.69,£7.29,0.0%,In Stock,Kraft Foods Uk Ltd,Go online: www.dairylea.co.uk,No
Fresh & Chilled Goods,242477,5011069153069	,COLERAINE GRATED CHEDDARMED,12 x 200grm,£2.39,£21.65,0.0%,In Stock,Coleraine,Coleraine Medium Grated Cheese 200g,No
Fresh & Chilled Goods,118410,7622201143381	,DAIRYLEA DUNKERS RITZ 69P,15X43GRM,£0.69,£7.29,0.0%,In Stock,Kraft Foods Uk Ltd,Go online: www.dairylea.co.uk,No
Fresh & Chilled Goods,118409,7622201143756	,DAIRYLEA DUNKERS JUMBO 69P,15X41GRM,£0.69,£7.29,0.0%,In Stock,Kraft Foods Uk Ltd,Go online: www.dairylea.co.uk,No
Fresh & Chilled Goods,109049,5010386069008	,DROMONA COUNTRY GOLD SPREAD,1 x 500grm,£2.57,£1.85,0.0%,In Stock,Dromona,Country Gold Buttery Dairy Spread 500g,No
Fresh & Chilled Goods,755217,177860141190	,ROBS PULLED HAM HOCK,1 x 800grm,NA,£5.49,0.0%,In Stock,Robinson Ltd Fred,NA,No
Fresh & Chilled Goods,748738,5099530003822	,GERM SAL CO. SLICED PEPPERONI 40MM,1 x 1kgm,NA,£8.49,0.0%,In Stock,Musgrave Foodservice Ltd,NA,No
Fresh & Chilled Goods,447323,8436030679558	,PEPPERONI SLCD SMALL DIAMETER 500GM,10 x 500grm,NA,£49.90,0.0%,In Stock,Sol,My Sol Deli Pepperoni Slices 500g,No
Fresh & Chilled Goods,748737,5099530003822	,GERM SAL CO. SLICED PEPPERONI 40MM,6 x 1kgm,NA,£50.94,0.0%,In Stock,Musgrave Foodservice Ltd,NA,No
Fresh & Chilled Goods,748447,5099530003556	,SPANISH DICED CHORIZO,1 x 500grm,NA,£5.99,0.0%,In Stock,Classic Charcuterie,NA,No
Fresh & Chilled Goods,748441,5099530003556	,SPANISH DICED CHORIZO,4 x 500grm,NA,£23.96,0.0%,In Stock,Classic Charcuterie,NA,No
Fresh & Chilled Goods,746466,8436030670135	,MY SOL DELI SLICED EXTRACHORIZO,1 x 500grm,NA,£4.99,0.0%,In Stock,Sol,NA,No
Fresh & Chilled Goods,746465,8436030670135	,MY SOL DELI SLICED EXTRACHORIZO,8 x 500grm,NA,£39.92,0.0%,In Stock,Sol,NA,No
Fresh & Chilled Goods,748770,5099530006274	,GERMAN SALAMI CO. SLICEDSALAMI,1 x 250grm,NA,£2.99,0.0%,In Stock,Musgrave Foodservice Ltd,Delicatessen Sliced German Salami 250g,No
Fresh & Chilled Goods,768648,5391530934503	,COOKED CHICKEN FILLETS PULLED,2 x 2.50kgm,NA,£49.98,0.0%,In Stock,MCCAUGHEY FOODS,NA,No
Fresh & Chilled Goods,768649,5391530934503	,COOKED CHICKEN FILLETS PULLED,1 x 2.50kgm,NA,£24.99,0.0%,In Stock,MCCAUGHEY FOODS,NA,No
Fresh & Chilled Goods,790244,5099839699634	,S/M 8OZ RUMP STEAK TOURNEDOS,1 x 5pce,NA,£15.99,0.0%,In Stock,Kepak,NA,No
Fresh & Chilled Goods,110073,5099839334344	,B/S WRAP RIB EYE STEAK 8OZ/227G,5 x 5pce,NA,£197.09,0.0%,In Stock,Butchers Select,Butchers Select Premium Irish Beef Rib Eye Steak,No
Fresh & Chilled Goods,790243,5099839699634	,S/M 8OZ RUMP STEAK TOURNEDOS,5 x 5pce,NA,£79.95,0.0%,In Stock,Kepak,NA,No
Fresh & Chilled Goods,524841,5099839628849	,B/S SIRLOIN RUMP STEAK 8OZ/227G,1 x 5pce,NA,£19.99,0.0%,In Stock,Kepak,NA,No
Alcohol & Tobacco,794596,9300727508287	,JACOBS CREEK MERLOT,6 x 750mls,£6.39,£29.79,20.0%,In Stock,Jacob's Creek,Jacob's Creek Merlot Red Wine 75cl,No
Fresh & Chilled Goods,748760,5099530006274	,GERMAN SALAMI CO. SLICEDSALAMI,10 x 250grm,NA,£29.90,0.0%,In Stock,Musgrave Foodservice Ltd,Delicatessen Sliced German Salami 250g,No
Fresh & Chilled Goods,743118,5099839875595	,B/S STRIPLOIN STEAKS 7OZ,1 x 3pk,NA,£7.69,0.0%,In Stock,Kepak,NA,No
Fresh & Chilled Goods,743116,5099839875595	,B/S STRIPLOIN STEAKS 7OZ,8X3PK,NA,£61.35,0.0%,In Stock,Kepak,NA,No
Fresh & Chilled Goods,786929,5099839696275	,BUTCHERS PRIME ANGUS BURGER 7OZ,1 x 12pce,NA,£19.99,0.0%,In Stock,Kepak,NA,No
Fresh & Chilled Goods,524791,5099839628849	,B/S SIRLOIN RUMP STEAK 8OZ/227G,5 x 5pce,NA,£99.95,0.0%,In Stock,Kepak,NA,No
Fresh & Chilled Goods,786915,5099839696275	,BUTCHERS PRIME ANGUS BURGER 7OZ,4X12PCE,NA,£74.45,0.0%,In Stock,Kepak,NA,No
Fresh & Chilled Goods,794513,5099839697357	,MUSGRAVE EXCELLENCE SEMIDRIED TOMS,1 x 1kgm,NA,£5.99,0.0%,In Stock,Musgrave Foodservice Ltd,Musgrave Excellence Semi-Dried Tomatoes 1.1kg,No
Fresh & Chilled Goods,794512,5099839697357	,MUSGRAVE EXCELLENCE SEMIDRIED TOMS,4 x 1kgm,NA,£23.45,0.0%,In Stock,Musgrave Foodservice Ltd,Musgrave Excellence Semi-Dried Tomatoes 1.1kg,No
Fresh & Chilled Goods,914860,5391536660536	,PLANT IT VEGAN BREADED GOUJONS,1 x 1kgm,NA,£12.79,0.0%,In Stock,Musgrave Foodservice Ltd,NA,No
Fresh & Chilled Goods,794181,5018222001465	,MMF SAUSAGE ROLLS 4 PACK,1 x 240grm,£2.02,£1.15,0.0%,In Stock,Clarke Millar Foods,NA,No
