Category,Product Code,EAN Code,Product Name,Product Size,RRP,Price,VAT,Stock Service,Brand,Description,On Promo
Frozen Goods,220535,5000227511087	,AUNT BESSIE 12 YORKSHIREPUDDING,1 x 220grm,£1.50,£1.25,0.0%,In Stock,Musgrave Retail Partners,"Help is at handIf you're looking for some mealtime inspiration, need any help and advice, or simply want to share  your inner Bessie with the world, there are plenty of ways to get in touch.Like, Follow & TweetFind us on Facebook, Instagram and TwitterFor all my latest news, tasty recipe ideas  and competitions.For a Sustainable TomorrowMaking a difference with responsibly sourced and prepared food every daywww.auntbessies.co.uk/ our-sustainable-path",No
Frozen Goods,220534,5000227511087	,AUNT BESSIE 12 YORKSHIREPUDDING,12 x 220grm,£1.50,£14.39,0.0%,In Stock,Musgrave Retail Partners,"Help is at handIf you're looking for some mealtime inspiration, need any help and advice, or simply want to share  your inner Bessie with the world, there are plenty of ways to get in touch.Like, Follow & TweetFind us on Facebook, Instagram and TwitterFor all my latest news, tasty recipe ideas  and competitions.For a Sustainable TomorrowMaking a difference with responsibly sourced and prepared food every daywww.auntbessies.co.uk/ our-sustainable-path",No
Frozen Goods,764098,5096627010725	,ASHERS FROZEN VEGAN S/ROLLS,1 x 24pk,NA,£15.79,0.0%,In Stock,Ashers Baking Company Ltd,NA,No
Frozen Goods,792383,5656565655	,BIG ALS BBQ PORK MINI ROLLS,10X340GRM,NA,£27.99,0.0%,In Stock,KEPAK CONVENIENCE FOODS,NA,No
Frozen Goods,792361,5099556024078	,BIG AL'S MAC N'CHEESE POPS,1 x 1kgm,NA,£8.49,0.0%,In Stock,KEPAK CONVENIENCE FOODS,NA,No
Frozen Goods,792359,5099556024078	,BIG AL'S MAC N'CHEESE POPS,4 x 1kgm,NA,£33.96,0.0%,In Stock,KEPAK CONVENIENCE FOODS,NA,No
Frozen Goods,753035,5391520188749	,G/FELLAS T/AWAY CHEESE PIZZA,1X553GRM,£3.00,£2.49,0.0%,In Stock,Goodfella's,Welcome to the NeighbourhoodFor a Sustainable TomorrowMaking a difference with responsibly sourced and prepared food every daygoodfellaspizzas.com/our-sustainable-path,No
Frozen Goods,753034,5391520188749	,G/FELLAS T/AWAY CHEESE PIZZA,11X553GRM,£3.00,£27.39,0.0%,In Stock,Goodfella's,Welcome to the NeighbourhoodFor a Sustainable TomorrowMaking a difference with responsibly sourced and prepared food every daygoodfellaspizzas.com/our-sustainable-path,No
Frozen Goods,485546,145434	,M/E WHITE PLAIN SCONE T&S FRZN,30 x 150grm,NA,£14.99,0.0%,In Stock,Musgrave Foodservice Ltd,Musgrave Excellence Plain White Scones 30 x 125g (3.75kg),No
Frozen Goods,485545,145433	,M/E THAW & SERVE FRUIT SCONE FRZN,30 x 150grm,NA,£15.99,0.0%,In Stock,Musgrave Foodservice Ltd,Musgrave Excellence Fruit Scones 30 x 125g (3.75kg),No
Frozen Goods,779580,5060360420653	,GLUTEN FREE LEMON MUFFIN,24X110GRM,NA,£27.99,0.0%,In Stock,Musgrave Foodservice Ltd,NA,No
Alcohol & Tobacco,568279,5000226705838	,SWAN REFILLABLE LIGHTERS,27X1PCE,£0.83,£9.65,20.0%,In Stock,Swan,New silky black & smooth silver grip.Your Swan lighter is both refillable and reflintable. Use only Swan lighter gas and Swan flints to ensure that your lighter continues to  give good performance.,No
Alcohol & Tobacco,426485,8710732226990	,POPPELL FLINT LIGHTERS,45X1PK,£0.35,£6.35,20.0%,In Stock,Poppell,Poppell Flint Lighters,No
Alcohol & Tobacco,755557,5000226200852	,SWAN ULTRA SLIM FILTERS,20X126PK,£1.03,£10.79,20.0%,In Stock,Republic Tech Uk (ZIG ZAG ),Swan Ultra Slim 20 Filter Tips Box,No
Alcohol & Tobacco,668279,3057067336327	,OCB VIRGIN KS SLIM+TIPS,32X1PK,£0.99,£15.99,20.0%,In Stock,Republic Tech Uk (ZIG ZAG ),OCB 32 Unbleached Virgin Slim and Tips + Filters,No
Alcohol & Tobacco,784456,5000226000599	,SWAN FRESH BURST FLAVOURCARD,25X1PK,£0.49,£6.49,20.0%,In Stock,Republic Tech Uk (ZIG ZAG ),Swan Fresh Burst Flavour Fusion Cards,No
Alcohol & Tobacco,784444,5000226000629	,SWAN MENTHOL FLAVOUR CARD,25X1PK,£0.49,£6.49,20.0%,In Stock,Republic Tech Uk (ZIG ZAG ),Swan Menthol Flavour Fusion Cards,No
Alcohol & Tobacco,666309,5000226001961	,SWAN SLIM PRE CUT FILTERTIPS,20X1PK,£0.79,£7.79,20.0%,In Stock,Swan,To see our full range of products why not visit us on  the webwww.houseofswan.com,No
Alcohol & Tobacco,766009,5000226000285	,SWAN E/S COOL BURST FILTER TIPS,20X54PCE,£1.33,£15.69,20.0%,In Stock,Republic Tech Uk (ZIG ZAG ),Swan 54 Crushball Cool Burst Extra Slim Capsule Filter Tips,No
Alcohol & Tobacco,766007,5000226000261	,SWAN E/S FRESH BURST FILTER TIPS,20X54PCE,£1.33,£15.69,20.0%,In Stock,Republic Tech Uk (ZIG ZAG ),Swan 54 Crushball Fresh Burst Extra Slim Capsule Filter Tips,No
Alcohol & Tobacco,799239,5000143910636	,STERLING RYO ESSENTIAL NI,5 x 50grm,£22.35,£85.85,20.0%,In Stock,Gallaher Ltd,Sterling Rolling Tobacco Essential Pouches 5 x 50g,No
Alcohol & Tobacco,791700,5000143906936	,STERLING RYO ESSENTIAL NI,5X30GRM,£13.65,£52.99,20.0%,In Stock,Gallaher Ltd,Sterling Rolling Tobacco Essential 30g,No
"Household, Cleaning & Pet Care",658777,7322540910575	,PLENTY THE ORIGINAL ROLL,12X1PK,£1.85,£11.99,20.0%,In Stock,SCA Hygiene Ltd,Plenty White Kitchen Roll 100 Sheets,No
"Household, Cleaning & Pet Care",718355,8004260436748	,REGINA BLITZ KITCHEN TOWELS,4 x 2pk,£3.29,£7.79,20.0%,In Stock,Regina,"Blitz Shoppers Suggest:  Little hands can create big mess! Trust Blitz to wipe, mop and clean any size spill.",No
"Household, Cleaning & Pet Care",790223,8004260442169	,NICKY K/T LEMON,8X2PK,£1.99,£9.79,20.0%,In Stock,Nicky,"SofidelEndless Care, Innovative LifePeople and The EnvironmentInnovation and a focus on people and the environment are the key pillars to the success of Sofidel's development.The Group promotes projects designed to improve hygiene, health and well-being. With the use of technology and a clear  defined strategy, Sofidel aims to reduce its environmental footprint to:Cut CO2 emissionsRespect forestry resourcesLimit water consumption",No
Alcohol & Tobacco,779300,5000433025828	,JPS PLAYERS RYO NI,5X30GRM,£13.65,£53.35,20.0%,In Stock,Imperial Tobacco Ltd,JPS Players Easy Rolling Including Cigarette Papers 30g,No
"Household, Cleaning & Pet Care",744069,4008429097157	,SHEBA CHICKEN 2F1.20,22X85GRM,£0.60,£6.79,20.0%,In Stock,Mars Pet Care UK Ltd,Sheba Classics Wet Cat Food Tray Chicken in Terrine 85g PMP 65p,No
"Household, Cleaning & Pet Care",744059,4008429110498	,SHEBA SLICE CHICKEN 2F1.20,22X85GRM,£0.60,£6.79,20.0%,In Stock,Mars Pet Care UK Ltd,Sheba Select Slices Cat Food Tray Chicken in Gravy 85g PMP 65p,No
"Household, Cleaning & Pet Care",744058,4008429110474	,SHEBA SALMON 2F1.20,22X85GRM,£0.60,£6.79,20.0%,In Stock,Mars Pet Care UK Ltd,Sheba Fine Flakes Cat Food Tray Salmon in Jelly 85g PMP 65p,No
"Household, Cleaning & Pet Care",915672,8445290076274	,FELIX AGAIL FAVOURITES 4.49 12PK,4 x 100grm,£4.49,£11.29,20.0%,In Stock,Nestle Purina UK Commerical Op,"To find out more about Felix, play games, join promotions and much more go to: www.catsfelix.co.uk",No
"Confectionery, Crisps & Snacks",763519,50173686	,EXTRA SPEARMINT GUM,1080X10PCE,£0.55,£302.25,20.0%,In Stock,Wrigley's,A varied and balanced diet and a healthy lifestyle are important.,No
"Confectionery, Crisps & Snacks",763518,42070719	,EXTRA COOL BREEZE,30 x 10pce,£0.55,£8.99,20.0%,In Stock,Wrigley's,A varied and balanced diet and a healthy lifestyle are important.,No
"Confectionery, Crisps & Snacks",763517,42070719	,EXTRA COOL BREEZE,1080X10PCE,£0.55,£302.25,20.0%,In Stock,Wrigley's,A varied and balanced diet and a healthy lifestyle are important.,No
"Confectionery, Crisps & Snacks",762685,42211464	,EXTRA ICE PEPPERMINT S/F,30 x 10pce,£0.51,£9.89,20.0%,In Stock,Wrigley's,A varied and balanced diet and a healthy lifestyle are important.,No
"Confectionery, Crisps & Snacks",762684,42211464	,EXTRA ICE PEPPERMINT S/F,1080X10PCE,£0.51,£310.05,20.0%,In Stock,Wrigley's,A varied and balanced diet and a healthy lifestyle are important.,No
"Confectionery, Crisps & Snacks",761726,40099361	,EXTRA PEPPERMINT GUM,30 x 10pce,£0.55,£8.99,20.0%,In Stock,Wrigley's,A varied and balanced diet and a healthy lifestyle are important.,No
"Confectionery, Crisps & Snacks",761725,40099361	,EXTRA PEPPERMINT GUM,1080X10PCE,£0.55,£302.25,20.0%,In Stock,Wrigley's,A varied and balanced diet and a healthy lifestyle are important.,No
"Confectionery, Crisps & Snacks",761700,42189633	,AIRWAVES EXTREME MENTHOLGUM,30 x 10pce,£0.51,£9.89,20.0%,In Stock,Mars Wrigley DAP UK Ltd,Airwaves Extreme Sugar Free Chewing Gum 10 Pieces,No
"Confectionery, Crisps & Snacks",761698,42102120	,AIRWAVES CHERRY MENTHOL GUM,30 x 10pce,£0.51,£9.89,20.0%,In Stock,Wrigley's,Airwaves Cherry Menthol Sugar Free Chewing Gum 10 Pieces,No
"Confectionery, Crisps & Snacks",761699,42189633	,AIRWAVES EXTREME MENTHOLGUM,1080X10PCE,£0.51,£318.05,20.0%,In Stock,Mars Wrigley DAP UK Ltd,Airwaves Extreme Sugar Free Chewing Gum 10 Pieces,No
"Confectionery, Crisps & Snacks",761697,42102120	,AIRWAVES CHERRY MENTHOL GUM,1080X10PCE,£0.51,£318.05,20.0%,In Stock,Wrigley's,Airwaves Cherry Menthol Sugar Free Chewing Gum 10 Pieces,No
"Confectionery, Crisps & Snacks",915094,5056357904008	,GALAXY TRUFFLE MINI EGGSBAG,22X74GRM,£1.00,£14.99,20.0%,In Stock,Mars Wrigley DAP UK Ltd,Galaxy Truffles,No
"Confectionery, Crisps & Snacks",915156,7622201800444	,CADBURY HOT CROSS BUN BLOCK,18X110GRM,£1.00,£12.49,20.0%,In Stock,Kraft Foods UK Ltd,BeTreatwise.netCocoa LifePartnering with Fairtrade FoundationCocoa Life aims to make lives better. The education and entrepreneurship training we provide makes for happier farmers and thriving local communitieswww.cocoalife.org,No
"Confectionery, Crisps & Snacks",761696,42070047	,AIRWAVES BLACKCURRANT GUM,30 x 10pce,£0.51,£9.89,20.0%,In Stock,Wrigley's,Airwaves Blackcurrant Chewing Gum Sugar Free 10 Pieces,No
"Confectionery, Crisps & Snacks",771603,7622201454685	,CADBURY MINI EGG LARGE B#R,20X110GRM,£1.00,£13.99,20.0%,In Stock,Kraft Foods UK Ltd,BeTreatwise.netCocoa LifePartnering with Fairtrade Foundationwww.cocoalife.org,No
"Confectionery, Crisps & Snacks",762418,7622201426415	,CADBURY MINI EGGS BAG#,18X77GRM,£0.99,£11.99,20.0%,In Stock,Kraft Foods UK Ltd,BeTreatwise.netCocoa LifePartnering with Fairtrade FoundationCocoa Life helps farmers get the most from their cocoa trees through environmentally friendly farmingwww.cocoalife.org,No
"Confectionery, Crisps & Snacks",496402,7613035412248	,QUALITY STREET CARTON,6 x 240grm,£2.99,£10.99,20.0%,In Stock,Nestle UK Ltd,"Remember to enjoy chocolate as part of a varied, balanced diet and healthy lifestyle.Quality Street® is suitable for vegetarians.The chocolate used in Quality Street® has been produced under The Nestlé Cocoa Plan™, which works with UTZ Certified to support cocoa farmers for better chocolate.www.qualitystreet.co.ukwww.facebook.com/qualitystreetwww.nestlecocoaplan.comwww.twitter.com/qualitystreetuk",No
"Confectionery, Crisps & Snacks",915826,42247340	,EXTRA BUBBLEMINT GUM,30 x 10pce,£0.51,£9.89,20.0%,In Stock,Wrigley's,A varied and balanced diet and a healthy lifestyle are important.,No
"Confectionery, Crisps & Snacks",915825,42247340	,EXTRA BUBBLEMINT GUM,1080X10PCE,£0.51,£310.05,20.0%,In Stock,Wrigley's,A varied and balanced diet and a healthy lifestyle are important.,No
"Confectionery, Crisps & Snacks",915710,42181811	,EXTRA BLUEBERRY GUM,30 x 10pce,£0.55,£8.99,20.0%,In Stock,Mars Wrigley DAP UK Ltd,A varied and balanced diet and a healthy lifestyle are important.,No
"Confectionery, Crisps & Snacks",795848,7622201420284	,CADBURY CARDS HEART,10X114GRM,£2.49,£15.99,20.0%,In Stock,Kraft Foods UK Ltd,"BeTreatwise.netCocoa LifePartnering with Fairtrade FoundationBy eating Cadbury, you've been encouraging environmental sustainabilityCocoa Life helps farmers get the most from their cocoa trees through environmentally friendly farming  www.cocoalife.orgI Love You Because ...You Make Me LaughI Like Your FaceYou're Great at SharingYou Make a Good CuppaYou  Smell GreatYou're Awesome(Tick All that Apply or Add Your Own)Open, Write, ReclosePersonalise with your own message",No
"Confectionery, Crisps & Snacks",915709,42181811	,EXTRA BLUEBERRY GUM,1080X10PCE,£0.55,£302.25,20.0%,In Stock,Mars Wrigley DAP UK Ltd,A varied and balanced diet and a healthy lifestyle are important.,No
"Confectionery, Crisps & Snacks",915708,40099002	,EXTRA APPLE GUM,30 x 10pce,£0.55,£8.99,20.0%,In Stock,Mars Wrigley DAP UK Ltd,A varied and balanced diet and a healthy lifestyle are important.,No
"Confectionery, Crisps & Snacks",915707,40099002	,EXTRA APPLE GUM,1080X10PCE,£0.55,£302.25,20.0%,In Stock,Mars Wrigley DAP UK Ltd,A varied and balanced diet and a healthy lifestyle are important.,No
"Confectionery, Crisps & Snacks",108434,8000500009673	,FERRERO ROCHER T24,6 x 300grm,£7.99,£32.99,20.0%,In Stock,Ferrero Rocher,Box of Chocolate,No
"Confectionery, Crisps & Snacks",795843,5056357902820	,GALAXY ORANGE TRUFFLES#,4X190GRM,£3.99,£9.29,20.0%,In Stock,Mars Wrigley DAP UK Ltd,Galaxy Truffles Chocolate Orange Gift Box 190g,No
"Confectionery, Crisps & Snacks",795781,5056357902974	,GALAXY CARAMEL TRUFFLES#,4X190GRM,£3.99,£9.29,20.0%,In Stock,Mars Wrigley DAP UK Ltd,Galaxy Truffles Caramel Chocolate Medium Gift Box 198g,No
"Confectionery, Crisps & Snacks",915161,7622201436926	,CADBURY OREO EGG & SPOON,8X128GRM,£2.49,£11.99,20.0%,In Stock,Kraft Foods UK Ltd,BeTreatwise.netCocoa LifePartnering with Fairtrade Foundationcocoalife.org,No
"Confectionery, Crisps & Snacks",795435,5016346519439	,THORNTONS CONTINENTAL,6X264GRM,£7.99,£31.99,20.0%,In Stock,Ferrero Uk Ltd,Discover more at www.thorntons.co.uk,No
"Confectionery, Crisps & Snacks",775561,7622201419196	,CADBURY CARDS FLOWER,10X112GRM,£2.49,£15.99,20.0%,In Stock,Kraft Foods UK Ltd,"BeTreatwise.netCocoa LifePartnering with Fairtrade FoundationBy eating Cadbury, you've been helping to fight deforestationThanks to cocoa life we are helping plantations to protect the forests around themwww.cocoalife.orgHow Well Do We Know Each Other?(Treat every correct answer with a chocolate)Where did we first meet?How long have we been friends?What food can't I live without?What's my best party trick?What's my most embarrassing moment?Who is my celebrity crush?What's my go-to karaoke song?Open, Write, ReclosePersonalise with your own message",No
"Confectionery, Crisps & Snacks",795732,5000159538602	,GALAXY MILK TRUFFLE,4X190GRM,£3.99,£9.29,20.0%,In Stock,Mars Wrigley DAP UK Ltd,Galaxy Truffles Chocolate Medium Gift Box 190g,No
"Confectionery, Crisps & Snacks",914966,96139455	,HOLLOW BUNNY,8 x 100grm,£2.49,£11.99,20.0%,In Stock,Kraft Foods UK Ltd,Cocoa Life,No
"Confectionery, Crisps & Snacks",773324,8593893721692	,BLACK MAGIC CLASSIC,4X348GRM,£5.99,£16.99,20.0%,In Stock,Black Magic,"Black Magic is part of the Nestle Cocoa Plan, which works with UTZ to ensure a better future for cocoa farmers and even better chocolate for you. Find out more at www.nestlecocoaplan.com",No
"Confectionery, Crisps & Snacks",795963,5391532122724	,FULFIL CRISPY PEANUT PROTEIN BAR,18X37GRM,£1.69,£17.69,20.0%,In Stock,Richmond Marketing NI Ltd,Fulfil Vitamin & Protein Bar Crispy,No
"Confectionery, Crisps & Snacks",793725,7622210296085	,BELVITA STRAW YOGURT,18X50.GRM,£0.69,£7.79,0.0%,In Stock,Belvita,Visit www.belvitamorning.com,No
"Confectionery, Crisps & Snacks",756204,80578819	,LOL CHOCOLATE SURPRISE EGG,24 x 20grm,£0.89,£12.99,20.0%,In Stock,Provincial Marketing Ltd,NA,No
"Confectionery, Crisps & Snacks",656252,8714786189614	,PAW PATROL CHOCOLATE EGG,24 x 20grm,£1.00,£14.99,20.0%,In Stock,W J Shaw & Sons Ltd,NA,No
"Confectionery, Crisps & Snacks",178888,5000312002131	,CADBURY PICNIC,36 x 48grm,£0.85,£16.99,20.0%,In Stock,Cadbury,BeTreatwise.netCocoa LifePartnering with Fairtrade Foundationwww.cocoalife.org,No
"Confectionery, Crisps & Snacks",793560,7622201788322	,CADBURY CARAMILK,36 x 37grm,£0.85,£16.99,20.0%,In Stock,Kraft Foods UK Ltd,BeTreatwise.netCocoa LifePartnering with Fairtrade Foundationwww.cocoalife.org,No
"Confectionery, Crisps & Snacks",116097,5034660522775	,CADBURY STARBAR,32X49GRM,£0.79,£14.49,20.0%,In Stock,Cadbury,BeTreatwise.netGet to know your treats1 bar = 12 % of  the RI* of kcal*% reference intake of an average adult (8400 kJ / 2000 kcal)Cocoa LifePartnering with Fairtrade Foundationwww.cocoalife.org,No
"Confectionery, Crisps & Snacks",694538,5000159514194	,MALTESERS TRUFFLES BOX,4X200GRM,£3.99,£9.29,20.0%,In Stock,Mars Wrigley DAP UK Ltd,Maltesers Truffles Chocolate Gift Box 200g,No
"Confectionery, Crisps & Snacks",707147,5034660517023	,CADBURY MILK TRAY BOX,6 x 360grm,£4.49,£17.99,20.0%,In Stock,Cadbury,"Cocoa LifePartnering with Fairtrade FoundationTo improve the lives of cocoa farmers & our environmentBy eating Cadbury, you've been encouraging environmental sustainabilityCocoa life helps farmers get the most from their cocoa trees through environmentally friendly farmingwww.cocoalife.org",No
"Confectionery, Crisps & Snacks",484709,7622210432391	,CADBURY MILK TRAY BOX,36X360GRM,£4.49,£97.99,20.0%,In Stock,Kraft Foods UK Ltd,Cocoa LifePartnering with Fairtrade Foundationwww.cocoalife.org,No
"Confectionery, Crisps & Snacks",442333,5000426171518	,NESTLE AFTER EIGHT MINT CARTON,18 x 300grm,£2.99,£35.99,20.0%,In Stock,After Eight,"Good to remember Enjoying chocolate as part of a varied, balanced diet and a healthy lifestyle is one of life's little pleasures.Nestle® Cocoa Plan™Supporting farmers for better chocolate.Working with UTZ Certified to support cocoa farmers. Find out more at www.nestlecocoaplan.com",No
"Confectionery, Crisps & Snacks",621955,50201600	,CADBURY CREME EGG#,48X40GRM,£0.69,£14.99,20.0%,In Stock,Cadbury,Cocoa Life,No
"Confectionery, Crisps & Snacks",405570,7613034259271	,DAIRY BOX,4X326GRM,£5.99,£16.49,20.0%,In Stock,Dairy Box,Find out more at www.nestlecocoaplan.comAssorted,No
"Confectionery, Crisps & Snacks",484081,5012159034336	,TAYTO CHEESE & ONION,48X32.5GRM,£0.69,£21.39,20.0%,In Stock,Tayto Group Ltd,Head to www.tayto.com to arrange a tour!,No
"Confectionery, Crisps & Snacks",915180,5012159037917	,TAYTO SMOKY BACON,32X32.GRM,£0.69,£14.39,20.0%,In Stock,Tayto Group Ltd,Head to www.tayto.com to Arrange a Tour!,No
"Confectionery, Crisps & Snacks",779056,5000328271934	,QUAVERS CHEESE 20% 1.00,15X54GRM,£1.00,£7.99,20.0%,In Stock,Walkers Ltd,Walkers Quavers Cheese Snacks £1 RRP PMP 54g,No
"Confectionery, Crisps & Snacks",915179,5012159037924	,TAYTO SPRING ONION,32X32.GRM,£0.69,£14.39,20.0%,In Stock,Tayto Group Ltd,Head to www.tayto.com to arrange a tour!,No
"Confectionery, Crisps & Snacks",779055,5000328272047	,F/FRIES C&O 20% 1.00,15X54GRM,£1.00,£7.99,20.0%,In Stock,Walkers Ltd,Walkers French Fries Cheese & Onion Snacks £1 RRP PMP  54g,No
"Confectionery, Crisps & Snacks",775963,5000328262918	,QUAVERS PRAWN 1.00,15X45GRM,£1.00,£7.99,20.0%,In Stock,Walkers Ltd,Walkers Quavers Prawn Cocktail Snacks £1 RRP PMP 45g,No
"Confectionery, Crisps & Snacks",775591,5000328262581	,QUAVERS S&V 1.00,15X45GRM,£1.00,£7.99,20.0%,In Stock,Walkers Ltd,Walkers Quavers Salt & Vinegar Snacks £1 RRP PMP 45g,No
"Confectionery, Crisps & Snacks",915178,5012159037955	,TAYTO PRAWN COCKTAIL,32X32.GRM,£0.69,£14.39,20.0%,In Stock,Tayto Group Ltd,Head to www.tayto.com to arrange a tour!,No
"Confectionery, Crisps & Snacks",760987,5000328206486	,WOTSITS CHEESE 1.00,15X56GRM,£1.00,£7.99,20.0%,In Stock,Walkers Ltd,Walkers Wotsits Really Cheesy Snacks £1 RRP PMP 50g,No
"Confectionery, Crisps & Snacks",760986,5000328206301	,QUAVERS CHEESE 1.00,15X45GRM,£1.00,£7.99,20.0%,In Stock,Walkers Ltd,FacebookTwitter,No
"Confectionery, Crisps & Snacks",797411,5012159037405	,TAYTO ROUGH CUTS SPICY,12 x 135grm,£1.69,£11.99,20.0%,In Stock,Tayto Group Ltd,Tayto Rough Cuts Bang Bang Spicy Thai 135g,No
"Confectionery, Crisps & Snacks",797410,5012159037382	,TAYTO ROUGH CUTS C&O,12 x 135grm,£1.69,£11.99,20.0%,In Stock,Tayto Group Ltd,Tayto Rough Cuts Cheese and Onion Flavour Ridged Potato Crisps 135g,No
"Confectionery, Crisps & Snacks",797412,5012159037429	,TAYTO ROUGH CUTS S&V,12 x 135grm,£1.69,£11.99,20.0%,In Stock,Tayto Group Ltd,Tayto Rough Cuts Salt and Vinegar Flavour Ridged Potato Crisps 135g,No
"Confectionery, Crisps & Snacks",779051,5000328272474	,M/M P/ONION 20% 1.00,15X72GRM,£1.00,£7.99,20.0%,In Stock,Walkers Ltd,Walkers Monster Munch Pickled Onion Snacks £1 RRP PMP  72g,No
"Confectionery, Crisps & Snacks",779050,5000328272559	,M/M ROAST BEEF 20% 1.00,15X72GRM,£1.00,£7.99,20.0%,In Stock,Walkers Ltd,Walkers Monster Munch Roast Beef Snacks £1 RRP PMP 72g,No
"Confectionery, Crisps & Snacks",779048,5000328272726	,SQUARES S&V 20% 1.00,15X72GRM,£1.00,£7.99,20.0%,In Stock,Walkers Ltd,Walkers Squares Salt & Vinegar Flavour Potato Snacks 72g,No
"Confectionery, Crisps & Snacks",663629,5012159034664	,TAYTO SPIRALS S&V 5PK,18 x 80grm,£1.25,£15.79,20.0%,In Stock,Tayto Group Ltd,Head to www.tayto.com to arrange a tour!,No
"Confectionery, Crisps & Snacks",777809,7613287434609	,SMARTIES 60P,24 x 38grm,£0.60,£8.99,20.0%,In Stock,Nestle UK Ltd,www.smarties.co.ukwww.smarties.co.uk/smart-initiatives,No
"Confectionery, Crisps & Snacks",795964,5391532122731	,FULFIL CRISPY CARAMEL PROTEIN BAR,18X37GRM,£1.69,£17.69,20.0%,In Stock,Richmond Marketing NI Ltd,Fulfil Vitamin & Protein Bar Crispy Caramel Flavour 37g,No
"Confectionery, Crisps & Snacks",484089,5012159034459	,TAYTO WUSTER SAUCE,32X32.5GRM,£0.69,£14.39,20.0%,In Stock,Tayto Group Ltd,Heat to www.tayto.com to arrange a tour!,No
"Confectionery, Crisps & Snacks",484088,5012159034398	,TAYTO SALT & VINEGAR,32X37.GRM,£0.69,£14.39,20.0%,In Stock,Tayto Group Ltd,Head to www.tayto.com to arrange a tour!,No
"Confectionery, Crisps & Snacks",484087,5012159034510	,TAYTO ROAST CHICKEN,32X32.5GRM,£0.69,£14.39,20.0%,In Stock,Tayto Group Ltd,Head to www.tayto.com to arrange a tour!,No
"Confectionery, Crisps & Snacks",484086,5012159034411	,TAYTO PICKLED ONION,32X32.5GRM,£0.69,£14.39,20.0%,In Stock,Tayto Group Ltd,Head to www.tayto.com to arrange a tour!,No
"Confectionery, Crisps & Snacks",484085,5012159034497	,TAYTO BEEF & ONION,32X32.GRM,£0.69,£14.39,20.0%,In Stock,Tayto Group Ltd,Head to www.tayto.com to arrange a tour!,No
"Confectionery, Crisps & Snacks",743887,5053990107278	,PRINGLES BBQ,12 x 40grm,£0.79,£5.29,20.0%,In Stock,Kelloggs,Pringles Texas BBQ Sauce Crisps Can 40g,No
"Confectionery, Crisps & Snacks",706438,37000302490	,PRINGLES ORIGINAL,12 x 40grm,£0.79,£5.29,20.0%,In Stock,Kelloggs,Pringles Original Crisps Can 40g,No
"Confectionery, Crisps & Snacks",706428,37000302575	,PRINGLES SOUR CREAM & ONION,12 x 40grm,£0.79,£5.29,20.0%,In Stock,Kelloggs,Pringles Sour Cream & Onion Crisps Can 40g,No
"Confectionery, Crisps & Snacks",706418,37000312369	,PRINGLES SALT&VINEGAR,12 x 40grm,£0.79,£5.29,20.0%,In Stock,Kelloggs,"Pringles Salt & Vinegar Crisps Can, 40g",No
"Confectionery, Crisps & Snacks",122113,5010478422612	,FUN GUMS SOUR APPLE 1P,600X1PK,£0.01,£3.39,20.0%,In Stock,Swizzels,NA,No
"Confectionery, Crisps & Snacks",122112,5010478422612	,FUN GUMS SOUR APPLE 1P,3600X1PK,£0.01,£17.99,20.0%,In Stock,Swizzels,NA,No
"Confectionery, Crisps & Snacks",122109,1132	,FUN GUMS COLA BOTTLES 1P,3600X1PK,£0.01,£17.99,20.0%,In Stock,Swizzels Matlow,NA,No
"Confectionery, Crisps & Snacks",765676,5010052112496	,TAS BBQ 1.00,15X80GRM,£1.00,£9.99,20.0%,In Stock,Tayto Group Ltd,Golden Wonder Transform-A-Snack Saucy BBQ Flavour Snacks 80g,No
"Confectionery, Crisps & Snacks",122111,1132	,FUN GUMS COLA BOTTLES 1P,600X1PK,£0.01,£3.39,20.0%,In Stock,Swizzels Matlow,NA,No
"Confectionery, Crisps & Snacks",122138,5124	,FUN GUMS FOAM MUSH 1P,600X1PK,£0.01,£3.39,20.0%,In Stock,Swizzels Matlow,Swizzels Fun Gums Foam Mushrooms 600 Count,No
"Confectionery, Crisps & Snacks",122137,5124	,FUN GUMS FOAM MUSH 1P,3600X1PK,£0.01,£17.99,20.0%,In Stock,Swizzels Matlow,NA,No
"Confectionery, Crisps & Snacks",122135,1200	,FUN GUMS TEETH&T/B 1P,3600X1PK,£0.01,£17.99,20.0%,In Stock,Swizzels Matlow,NA,No
"Confectionery, Crisps & Snacks",122132,9992	,FUN GUMS FRIED EGGS 1P,600X1PK,£0.01,£3.39,20.0%,In Stock,Swizzels Matlow,NA,No
"Confectionery, Crisps & Snacks",122128,4778	,FUN GUMS STRAW TARTS 1P,600X1PK,£0.01,£3.39,20.0%,In Stock,Swizzels Matlow,NA,No
"Confectionery, Crisps & Snacks",122131,9992	,FUN GUMS FRIED EGGS 1P,3600X1PK,£0.01,£17.99,20.0%,In Stock,Swizzels Matlow,NA,No
"Confectionery, Crisps & Snacks",122136,1200	,FUN GUMS TEETH&T/B 1P,600X1PK,£0.01,£3.39,20.0%,In Stock,Swizzels Matlow,NA,No
"Confectionery, Crisps & Snacks",122127,4778	,FUN GUMS STRAW TARTS 1P,3600X1PK,£0.01,£17.99,20.0%,In Stock,Swizzels Matlow,NA,No
