ProductDescription,TescoProductID,BaseID,SpecialOffer,OfferStartDate,OfferEndDate,WebLink,CurrentlyAvailable,Barcode,Price,UnitOfMeasure,DateScraped
Santa Rita Medalla Real Cabernet Sauvignon Maipo 75Cl,304816912,87194656,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=304816912,True,7804330121113	,15.00,LITRE,2022-01-27
Dark Horse Sauvignon Blanc 75Cl,295163384,82415491,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=295163384,True,0085000022924	,12.00,cl,2022-01-27
Gato Negro Merlot 75Cl,304663239,87119350,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=304663239,True,7804300120603	,10.00,cl,2022-01-27
Chat Beau-Site St Estephe 2013 750Ml,310174043,90009332,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=310174043,True,NA,30.00,cl,2022-01-27
Gato Negro Cabernet Sauvignon 75Cl,304663182,87119321,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=304663182,True,7804300010638	,10.00,cl,2022-01-27
Fairy Non Biological Washing Liquid 38 Washes 1.33L,299259023,84436172,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=299259023,True,8001090704405	,9.00,LITRE,2022-01-27
Tesco Halloumi Burger 4X Slices 200G,282316760,75980562,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=282316760,True,5053526876944	,2.99,kg,2022-01-27
Hp 62 Xl Black Printer Ink Cartridge,285896194,77825122,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=285896194,True,0888793376744	,44.00,EACH,2022-01-27
Papermate Innkjoy 100 Blue 4 Pack,300533302,85110535,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=300533302,True,3501179567112	,3.25,EACH,2022-01-27
Tesco Grip Retractable Ball Pens Asstd 10 Pack,280554780,75132138,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=280554780,True,5053526205232	,3.00,EACH,2022-01-27
Tesco Basic Ringbinder,252920239,56364762,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=252920239,True,5052319384468	,1.20,EACH,2022-01-27
Pna 125 Super Ink Marker Twin,276523051,73245526,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=276523051,True,5012788014464	,4.75,EACH,2022-01-27
White Furze 10 Litre Box,275838302,72900778,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=275838302,True,5016447014918	,6.40,EACH,2022-01-27
Persil Biological Liquid L/Dtrg 38 Washes 1026Ml,306504309,87867638,SAVE 2.00 Was  10.00 Now  8.00,5/1/2022,1/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=306504309,True,8720181007538	,8.00,LITRE,2022-01-27
Surf Tropical Lily Liquid Detergent 44 Washes 1188Ml,309467372,89461487,SAVE 2.00 Was  9.00 Now  7.00,5/1/2022,1/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=309467372,True,8720181109553	,7.00,LITRE,2022-01-27
Tesco Lavender Dreams Biological L/Dtrg Capsules 24W 456Ml,309161029,89451551,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=309161029,True,5059697262531	,4.80,LITRE,2022-01-27
Surf Biological Capsules Lily And Ylang Ylang 50 Washes 1060G,306821787,88248788,SAVE 3.50 Was  13.00 Now  9.50,5/1/2022,1/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=306821787,True,8720181000966	,9.50,kg,2022-01-27
Persil 3 In 1 Colour Capsules 26 Wash,304442379,87029306,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=304442379,True,8710847900884	,9.00,EACH,2022-01-27
Ariel All In One Original Washing Pods 63 Wash 1587.6G,309481360,89469110,SAVE 3.00 Was  16.00 Now  13.00,5/1/2022,1/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=309481360,True,8001841915364	,13.00,kg,2022-01-27
Tipp-Ex Correction Fluid 3 Pack,292508443,81149029,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=292508443,True,3086123439139	,5.00,EACH,2022-01-27
Uniball White Chalk 4 Pack,306353678,88022871,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=306353678,True,5012788046731	,13.00,EACH,2022-01-27
Nu Era Spectrum B5 Study Planner,305492670,87571826,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=305492670,True,5060693580260	,5.00,EACH,2022-01-27
Zebra Pink&Mint Ombre Rt Ball Pens 3 Pack,303701289,86704396,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=303701289,True,5024475026216	,4.50,EACH,2022-01-27
Pilot V5 Rollerball Black Green Violet 5 Pack,270362929,70211583,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=270362929,True,3131910541127	,9.50,EACH,2022-01-27
Epson Strawberry 29 Black Printer Ink,290522941,80155182,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=290522941,True,8715946600314	,16.00,EACH,2022-01-27
Parker Jotter Original Blue Ball Pen,304445509,87047722,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=304445509,True,3026980760526	,9.80,EACH,2022-01-27
Go Create Make Your Own Sequin Art,306714534,88186025,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=306714534,True,5059512058981	,3.49,EACH,2022-01-27
Staedtler Noris Colour Pencil Stationery Set,287130147,78446384,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=287130147,True,4007817070178	,6.00,EACH,2022-01-27
Uniball 157 Eye Blue 5 Pack,300266537,84976139,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=300266537,True,5012788015119	,10.00,EACH,2022-01-27
Epson Polar Bear 26 Black Printer Ink,275620565,72787341,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=275620565,True,8715946625546	,16.00,EACH,2022-01-27
Zebra Grip Ballpoint Pens Asstd 10 Pack,271560152,70779193,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=271560152,True,5024475022874	,3.50,EACH,2022-01-27
Nu Era Spectrum A4 Notebook,304103287,86903581,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=304103287,True,5060422099292	,4.92,EACH,2022-01-27
Pukka Pastel Box File,308289584,89001762,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=308289584,True,5032608090584	,6.50,EACH,2022-01-27
Uniball 185 Eye Needle Fine Black 5 Pack,303648761,86677317,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=303648761,True,5012788020090	,8.00,EACH,2022-01-27
Pukka Pastel Refill Pad 400Pg,288729924,79213411,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=288729924,True,5032608093066	,6.00,EACH,2022-01-27
Twinings Fennel And Lemon Zest 20 Teabags 40G,306495947,87888861,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=306495947,True,0070177227487	,3.75,g,2022-01-27
Ariel Original Washing Liquid 54 Washes 1890Ml,306518790,88043189,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=306518790,True,8001841675596	,10.00,LITRE,2022-01-27
Lenor Fabric Conditioner Exotic Bloom 30 Washes 1.05L,308846553,89252556,SAVE 65c Was  3.50 Now  2.85,5/1/2022,1/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=308846553,True,8001841550619	,2.85,LITRE,2022-01-27
Tesco Colour Biological Detergent Capsules 24W X 19Ml,309179908,89436777,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=309179908,True,5059512727054	,4.80,LITRE,2022-01-27
Comfort Perfume Coco Fantasy Fabric Conditioner 58W 870Ml,305727912,87688942,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=305727912,True,8710847985775	,5.00,LITRE,2022-01-27
Fairy Non Biological Liquid 70 Washes 2450Ml,305983452,87867828,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=305983452,True,8001841670348	,15.00,LITRE,2022-01-27
Ariel Original Liquid 70 Washes 2450Ml,305944539,87886074,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=305944539,True,8001841675626	,15.00,LITRE,2022-01-27
Tesco Non Biological Liquid Detergent Super Concentrated 900Ml,308087304,88893372,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=308087304,True,5059512736407	,2.00,LITRE,2022-01-27
Bold All In One Pods Sparkling Bloom 57 Wash 1373.7G,309762621,89620639,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=309762621,True,8006540189580	,15.00,kg,2022-01-27
Tesco A5 Sticky Notes Yellow 100 Sheets,285222013,77490637,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=285222013,True,5054268991612	,2.50,EACH,2022-01-27
Bic Bu3 Retractable Asstd 10 Pack,306120240,87905030,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=306120240,True,3086123637429	,4.50,EACH,2022-01-27
Staedtler Collection Tin,306029815,87820066,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=306029815,True,4007817071700	,28.00,EACH,2022-01-27
Bic Cristal Pens Blue 10 Pack,263327804,62054763,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=263327804,True,3086121601118	,3.85,EACH,2022-01-27
Parker Jotter Original Pink Ball Pen,304445498,87047716,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=304445498,True,3026980759964	,9.80,EACH,2022-01-27
Command Office Poster Strips,292473943,81130903,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=292473943,True,0051141371368	,4.00,EACH,2022-01-27
Hp 62 Xl Color Printer Ink,285896211,77825145,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=285896211,True,0888793376805	,52.00,EACH,2022-01-27
Pukka A4 Jotta 80 Sheets,288716536,79213054,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=288716536,True,5032608078193	,5.00,EACH,2022-01-27
White Furze 0.6L Pencil Box,275838285,72900755,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=275838285,True,5016447014871	,2.40,EACH,2022-01-27
Pukka Organic Mint Matcha 20 Tea Bags 30G,292975650,75580085,Any 2 For 5.50,5/1/2022,1/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=292975650,True,5060229014467	,3.29,g,2022-01-27
Niks Tea After Dinner Mint Chocolate 37.5G,293711269,81721227,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=293711269,True,5391527170358	,4.99,g,2022-01-27
Twinings Cold Infuse Radiant 12 Pack 30G,310093697,89991352,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=310093697,True,0070177226947	,5.49,g,2022-01-27
Barry Tea Orgnl Blend Loose Leaf Tea 250G,286894989,78291969,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=286894989,True,5099810202044	,3.79,kg,2022-01-27
Twinings Spiced Ginger 20 Tea Bags 35G,276770621,73340540,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=276770621,True,0070177198435	,2.75,g,2022-01-27
Barrys Tea Master Blend Loose Leaf Tea 250G,307738209,88715529,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=307738209,True,5099810550503	,4.25,g,2022-01-27
Barrys Tea 20 N/Time Lemon Lavender And Camomile Tea Bags 28G,307144953,88313976,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=307144953,True,5099810333113	,3.95,g,2022-01-27
Lyons Decaffe Tea Bags 80 Pack 232G,292025370,80874681,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=292025370,True,8711200375011	,5.05,kg,2022-01-27
Finum Coffee/ Tea Brewing Basket,304426233,87027752,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=304426233,True,NA,6.49,g,2022-01-27
Tesco Finest Decaffeinated Earl Grey 50 Tea Bags 125G,279342444,74524051,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=279342444,True,5053947623059	,1.99,g,2022-01-27
Pukka Herbal Collection 20 Tea Bags 34.4G,289574085,79649874,Any 2 For 5.50,5/1/2022,1/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=289574085,True,5060229012371	,3.29,g,2022-01-27
Twinings Tea Bag Superblends Focus 30G,303183365,86420063,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=303183365,True,0070177225889	,3.95,g,2022-01-27
Twinings Super Blnds Boost 20 Pack 40G,309482134,89450448,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=309482134,True,0070177227289	,3.95,kg,2022-01-27
Barry's Earl Grey 50S Teabags 125G,284045057,76860754,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=284045057,True,5099810117720	,3.39,kg,2022-01-27
Twinings Peach And Orange 20 Teabags 40G,306496791,87872378,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=306496791,True,0070177227494	,3.75,g,2022-01-27
Twinings Liquorice And Spearmint 20 Teabags 40G,305952996,87863838,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=305952996,True,0070177227517	,3.75,g,2022-01-27
Twinings Rooibos And Honey 20 Teabags 36G,306499747,87868787,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=306499747,True,0070177227470	,3.75,g,2022-01-27
Twinings Strawberry & Elderflower 20 Teabags 40G,306492789,87884577,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=306492789,True,0070177227531	,3.75,g,2022-01-27
Niks Tea Organic Green Leaf Tea 37.5G,293721879,81721582,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=293721879,True,5391527170310	,4.99,g,2022-01-27
Ariel All In 1 Pods Oxi 43 Wash 1169.6G,308465675,88898692,SAVE 3.00 Was  14.00 Now  11.00,5/1/2022,1/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=308465675,True,8006540028070	,11.00,kg,2022-01-27
Persil Powercaps Non Biological Washing Caps 50 Washes 1350G,300842915,85250806,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=300842915,True,8710447463598	,14.00,EACH,2022-01-27
Persil Biological Liquid Detergent 57 Washes 1539Ml,306493569,87895253,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=306493569,True,8720181006340	,14.00,LITRE,2022-01-27
Persil Powercaps Biological Washing Capsules 50 Washes 1350G,300842938,85250812,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=300842938,True,8710447463611	,14.00,EACH,2022-01-27
Ariel All In One Washing Pod Febreze 36 Washes 907.2G,306518719,88043166,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=306518719,True,8001841569017	,12.00,kg,2022-01-27
Ariel Oxi L/Dtrg All In 1 Pods 16 Washes 435.2G,309741888,89596402,SAVE 1.20 Was  6.70 Now  5.50,5/1/2022,1/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=309741888,True,8006540226261	,5.50,kg,2022-01-27
Comfort Intense Fresh Sky Perfume Pearls 375G,308867891,89274962,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=308867891,True,8710908854668	,8.00,kg,2022-01-27
Persil Colr Prot Biological Liquid L/Dtrg 57 Washes 1539Ml,305839479,87795740,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=305839479,True,8720181006388	,14.00,LITRE,2022-01-27
Dettol Antibacterial Laundry Cleanser Cotton 1.5 Large,278374966,74153443,SAVE 2.00 Was  6.00 Now  4.00,6/1/2022,31/1/2022,https://www.tesco.ie/groceries/Product/Details/?id=278374966,True,5011417559499	,4.00,LITRE,2022-01-27
Fairy Non Biological Pods 45 Wash 1084.5G,308485288,89263416,Any 2 For 20.00,26/1/2022,8/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=308485288,True,8006540226919	,13.00,kg,2022-01-27
Lenor Ruby Jasmine D/Cond 30 Washes 1.05L,306461279,88020337,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=306461279,True,8001841691299	,3.50,LITRE,2022-01-27
Comfort Perfume Luscious Bouquet Fabric Conditioner 58W 870Ml,299196183,84423368,SAVE 1.50 Was  5.00 Now  3.50,1/1/2022,31/1/2022,https://www.tesco.ie/groceries/Product/Details/?id=299196183,True,8710447372517	,3.50,LITRE,2022-01-27
Tesco Limescale Prevention Gel 1 Litre,274598978,72263379,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=274598978,True,5052909946182	,1.50,LITRE,2022-01-27
Ariel All In 1 Washing Pods Colr 36 Washes 856.8G,306460516,88019956,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=306460516,True,8001841568898	,12.00,kg,2022-01-27
Deep River Rock Still Water 2 Litre,252095973,52649173,Any 2 For 2.00,20/1/2022,1/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=252095973,True,5026791423007	,1.35,ml,2022-01-27
Barry's Tea Master Blend 80 Tea Bags 250G,305970087,87861754,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=305970087,True,5099810550602	,4.29,kg,2022-01-27
Twinings Grn/T Decaffeinated 20 Tea Bags 40G,272392297,71169694,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=272392297,True,0070177188450	,2.85,g,2022-01-27
Lyons Plus Caffeine Tea 20 Tea Bags 58G,309788209,89452642,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=309788209,True,8711327528918	,3.95,kg,2022-01-27
Tesco Finest Peppermint 15 Tea Bags 30G,278777046,74346365,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=278777046,True,5053947493232	,3.49,g,2022-01-27
Comfort Honeysuckle Fabric Conditioner 55 With,294025740,81882738,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=294025740,True,8710908716713	,5.00,LITRE,2022-01-27
Comfort Ulmte Cre Fuchsia Passion Fabric Conditioner 58W 870Ml,307745616,88702619,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=307745616,True,8720181092930	,5.00,LITRE,2022-01-27
Comfort Blue 36 Wash 1.26L,299599386,84620774,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=299599386,True,8710447398173	,3.00,LITRE,2022-01-27
Vanish White Oxi Action Stain Remover Powder 1.5 Kilograms,303002759,86331243,SAVE 25% Was  10.00,5/1/2022,1/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=303002759,True,5059001000064	,7.50,kg,2022-01-27
Comfort Pure Ultra Concentrated Fabric Conditioner 58 Wash 870Ml,307759807,88716753,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=307759807,True,8720181092954	,5.00,LITRE,2022-01-27
Tesco Lavender Dreams Bio. Laundry Gel 720Ml,305951496,87891652,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=305951496,True,5057753924997	,3.60,LITRE,2022-01-27
Calgon 3 In 1 Limescale Protection 30 Tablets 390G,305967092,87896407,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=305967092,True,5011417544150	,11.00,kg,2022-01-27
Tesco Fabric Conditioner Meadow Fresh 1.26L 42Washes,297472838,83561764,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=297472838,True,5057373963291	,1.09,LITRE,2022-01-27
Comfort Perfume Heavenly Nectar Fabric Conditioner 58W 870Ml,299196148,84423345,SAVE 1.50 Was  5.00 Now  3.50,1/1/2022,31/1/2022,https://www.tesco.ie/groceries/Product/Details/?id=299196148,True,8710447372500	,3.50,LITRE,2022-01-27
Fairy Non Biological Washing Gel 35 Washes 1295Ml,306518679,88043137,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=306518679,True,8001841673288	,9.00,LITRE,2022-01-27
Vanish Gold Oxi Stain Remover White Powder 470G,286082775,77910292,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=286082775,True,5011417562505	,7.00,kg,2022-01-27
Club Tonic Water 850Ml,271265496,70631961,Any 2 For 2.00,5/1/2022,1/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=271265496,True,5391521831880	,1.45,ml,2022-01-27
Red Bull Sugar Free Energy Drink 4 X 250Ml,256133076,57951808,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=256133076,True,9002490200381	,4.75,ml,2022-01-27
Tesco Lemon & Lime Zero 2 Litre,272043262,65738756,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=272043262,True,5052909299653	,0.69,ml,2022-01-27
Coca Cola Regular 500Ml,258458190,51665834,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=258458190,True,5000112588408	,1.49,ml,2022-01-27
Robinsons Fruit Shoots Blackcurrant And Apple No Added Sugar 4X200ml,256660315,54718941,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=256660315,True,5010102105416	,3.69,ml,2022-01-27
Coke Zero 500 Ml,260506661,59202161,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=260506661,True,5449000131836	,1.45,ml,2022-01-27
Tesco Still Water Apple And Raspberry 4X300ml,274209778,60486502,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=274209778,True,5052909770466	,1.55,ml,2022-01-27
Tesco High Juice Blackcurrant Squash No Added Sugar 1L,257187027,51433406,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=257187027,True,5018374175182	,1.25,ml,2022-01-27
Club Orange 500 Ml,254015064,53088391,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=254015064,True,5011026008104	,1.50,ml,2022-01-27
Tesco Pineapple Juice 1 Litre,259336315,50243402,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=259336315,True,5051790674334	,1.29,ml,2022-01-27
Evian Natural Mineral Water 750 Ml,257741719,56629323,SAVE 75c Was  1.75 Now  1.00,5/1/2022,1/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=257741719,True,3068320014067	,1.00,ml,2022-01-27
Schweppes Soda Water 1 Litre,253485723,52981164,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=253485723,True,5449000133410	,1.70,ml,2022-01-27
Tk White Lemonade 2 Litre,256731255,53572007,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=256731255,True,5011026005233	,1.59,LITRE,2022-01-27
Miwadi Lemon No Added Sugar 1Ltr,271677624,70824514,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=271677624,True,5011026701753	,2.35,LITRE,2022-01-27
Tesco Finest Vanilla Chai 50 Tea Bags 125G,279343685,74524673,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=279343685,True,NA,1.99,g,2022-01-27
Teapigs Camomile Flowers 15 Tea Bags 22.5G,276889308,73417594,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=276889308,True,5060136750137	,5.39,g,2022-01-27
Pukka Organic Three Cinnamon 20 Tea Bags 40G,279526607,74592723,Any 2 For 5.50,5/1/2022,1/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=279526607,True,5060229011503	,3.29,g,2022-01-27
Arizona Green Tea With Honey 1.5 Litres,307362965,88240013,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=307362965,True,0613008732806	,3.05,ml,2022-01-27
Bewley's Irish Breakfast Loose Tea 250G,301269544,85452090,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=301269544,True,0034064203664	,4.89,kg,2022-01-27
Tesco Finest Grn/T Jasmine 15 Tea Bags 30G,278776974,74346336,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=278776974,True,5053947493195	,3.49,g,2022-01-27
Twinings Grn/T Salted Caramel 20 Tea Bags 40G,281786751,75718212,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=281786751,True,0070177072667	,3.75,g,2022-01-27
Twinings Raspberry And Lemon 20 Teabags 40G,306500659,87867477,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=306500659,True,0070177227456	,3.75,g,2022-01-27
Twinings Fennel 20 Tea Bags 40G,258216505,54311114,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=258216505,True,0070177154318	,2.75,g,2022-01-27
Twinings Superblends Turmeric 40G,299556702,84604402,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=299556702,True,0070177178543	,3.95,g,2022-01-27
Pukka Day To Night Time Collection Organic Herbal Tea 32.4G,306816362,88244314,Any 2 For 5.50,5/1/2022,1/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=306816362,True,5060519143730	,3.29,g,2022-01-27
Tesco Original Tea 160'S 500G,287347732,78528000,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=287347732,True,5054402765802	,1.95,kg,2022-01-27
Barry Green Tea With Pear&Apple 40S Teabags 80G,293753242,81748052,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=293753242,True,5099810150109	,2.99,g,2022-01-27
Robert Roberts Sleep Tea 80G,285615620,77661689,SAVE 2.39 Was  4.89 Now  2.50,5/1/2022,1/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=285615620,True,5397136005739	,2.50,kg,2022-01-27
Twinings Cold Infuse And Breathe 30G,309190427,89430259,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=309190427,True,0070177226978	,5.49,g,2022-01-27
L'oreal Paris Revlft Filler Anti Wrinkle Serum 30Ml,309495234,89449402,SAVE 33% Was  29.99,18/1/2022,14/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=309495234,True,3600523873845	,20.09,ml,2022-01-27
7 Up Regular 500 Ml,251516490,52507877,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=251516490,True,0000040608174	,1.45,ml,2022-01-27
Coca Cola Regular 12 X 150Ml,254008620,51520424,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=254008620,True,5449000034229	,7.30,ml,2022-01-27
Volvic Touch Of Fruit Strawberry 1.5Ltr,262074735,60832744,SAVE 69c Was  1.69 Now  1.00,20/1/2022,1/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=262074735,True,3057640372858	,1.00,ml,2022-01-27
Robinsons Fruit Shoot Orange No Added Sugar 4X200ml,264565819,63927392,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=264565819,True,5010102111929	,3.69,ml,2022-01-27
Volvic Touch Of Fruit Lemon And Lime Sugar Free 1.5L,256851504,54737083,SAVE 69c Was  1.69 Now  1.00,20/1/2022,1/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=256851504,True,3057640316098	,1.00,ml,2022-01-27
San Pellegrino Sparkling Limonata 6X330ml,272672415,71303922,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=272672415,True,8002270146527	,4.80,ml,2022-01-27
Shloer Sparkling Red Grape Juice 750Ml,259792252,50659072,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=259792252,True,5010388800166	,3.00,ml,2022-01-27
Volvic Touch Of Fruit Lemon & Lime 1.5Ltr,262450751,61199996,SAVE 69c Was  1.69 Now  1.00,20/1/2022,1/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=262450751,True,3057640373428	,1.00,ml,2022-01-27
Sprite No Sugar 6X330ml,254941067,52769595,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=254941067,True,5449000116093	,4.40,ml,2022-01-27
Tesco Fruit Splash Orange 4X250ml,274207855,56924434,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=274207855,True,5052909769804	,1.19,ml,2022-01-27
Diet Coke 12 X 150Ml,254008902,51520476,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=254008902,True,5449000083746	,6.80,ml,2022-01-27
