Barcode,Product ID,Product Name,Description,Wholesale Price,Packet Format,Vat,On Promo,Promotional Price
5060750321904	,1018999,Sterling Pro Cobus Undercounter Freezer St/Steel,The Sterling Pro SPF200S features a large 140ltr capacity in a very convenient compact footprint. Featuring 2 fixed storage shelves it has plenty of space for smaller frozen items. The stainless steel exterior looks great and is very east to keep hygienically clean., £469.00, 1 x 1 , 20%,No,N/A
5060763250079	,1018997,Masterfrost 80kg Ice Maker,"The Masterfrost C800 Professional Ice Maker is perfect for environments such as restaurants, clubs, pubs, hotels and cafes while being designed with an energy saving patented waste heat recovery system, this stylish unit can save up to 20% on electrical costs."," £1,221.00", 1 x 1 , 20%,No,N/A
5060763250192	,1018979,Adler Passthrough Drain Pump & Softener 30AMPS 3-PHASE,"The Adler AD1000-DPSO-TPH Passthrough Dishwasher comes with a Drain Pump and Integral Softener. This is a one of a kind Professional Passthrough Dishwasher, which comes with 2 included baskets that have a basket size of W500 x H500mm. This also comes with a Chemical Pump, which ensures that any chemical bottles used for Dishwashers is drawn out precisely when in operation. W645 x D710 x H1490mm"," £2,598.00", 1 x 1 , 20%,No,N/A
5060750322055	,1019017,Sterling Pro Double Door Upright Bottle Cooler St/Steel,N/A," £1,254.00", 1 x 1 , 20%,No,N/A
5060715580827	,1015320,Full Zip Fleece Navy (42-44/L),"Full Zip Fleece Navy (42-44/L) DELIVERY 5 WORKING DAYS Size Guide: UK Size: Large (42""-44"") 100% Polyester Weight 280 gsm", £14.99, 1 x 1 , 20%,No,N/A
5060763250109	,1018977,Adler Glasswasher Drain Pump & Softener 400mm Basket 13-Amps,"The Adler AD40GL-DPSO Glasswasher comes with a Drain Pump and Softener. This is a one of a kind Professional Glasswasher, which comes with 1 included basket that has a basket size of W400 x H400mm. This also comes with a Chemical Pump, which ensures that any chemical bottles used for Glasswashers is drawn out precisely when in operation. W495 x D515 x H735 mm"," £1,282.00", 1 x 1 , 20%,No,N/A
5060763250284	,1018983,Coreco 1525mm Serveover Curved Glass,"The Coreco CVED-8-15-C Curved Glass Serveover is only 800mm deep, allowing easy fit through standard doors and allowing quick installation into your premises without disrupting business. The CVED-8-15-C has a slick design and look, offering lighting from the top down onto your produce to make it look as appealing as possible and includes an intermediate shelf as standard."," £1,502.00", 1 x 1 , 20%,No,N/A
5060763250253	,1018987,Coreco 1055mm Serveover Flat Glass,"The Coreco CVED-8-10-R Flat Glass Serveover is only 800mm deep, allowing easy fit through standard doors and allowing quick installation into your premises without disrupting business. The CVED-8-10-R has a slick design and look, offering lighting from the top down onto your produce to make it look as appealing as possible and includes an intermediate shelf as standard."," £1,282.00", 1 x 1 , 20%,No,N/A
5060750321836	,1018707,"Sterling Pro Cobus SPT1600-330-SS Topping Well, Stainless Steel Lid, 7 x GN1/4",The Sterling Pro SPT1600-330-SS is designed to keep your fresh toppings & fillings stored at the perfect temperature. Manufactured from catering-grade stainless steel it is very easy to keep clean. The stainless steel lid can be lowered at quieter times to ensure ingredients are kept as fresh as possible. Dimensions (mm): W1600 x D335 x H435 Packed Dimensions (mm): W1650 x D400 x H550 Temperature Range: +2°C to +8°C Product Weight: 48kg Gross Capacity: 7 x GN1/4 Cooling Type: Static Refrigerant: R600a Exterior Finish: Stainless Steel Interior Finish: Stainless Steel Power Supply: 13amp Plug, £506.00, 1 x 1 , 20%,No,N/A
5060750321638	,1018702,"Sterling Pro Cobus SPR160PV Single Door Gastronorm Refrigerator, 600 Litres","The Sterling Pro SPR160PV refrigerator is designed for the storage of all fresh foods used in a professional catering environment. The adjustable temperature allows for the safe storage of fresh dairy products, fruit and vegetables and even fresh meat. Constructed of catering-grade stainless steel this durable cabinet will give many years of reliable service. It uses a super-efficient hydrocarbon refrigerant to minimise runnings. Dimensions (mm): W680 x D810 x H2010 Internal Dimensions (mm): W560 x D680 x H1390 Packed Dimensions (mm): W730 x D870 x H2150 Max Ambient: 32°C Climate Class: 4 Gross Capacity: 600 Litres Net Capacity: 383 Litres Temperature Range: -2°C to +8°C Exterior Finish: Stainless Steel Interior Finish: Stainless Steel Insulation: 60mm Frost Free: Yes Refrigerant: R290 Cooling Type: Ventilated Number of Shelves: 3 Defrost Type: Automatic Lockable: Yes Castors: Yes Power Supply: 13amp Plug Product Weight: 125kg", £971.00, 1 x 1 , 20%,No,N/A
5060750320907	,1016805,Sterling Pro 1200mm Patisserie Counter Self Service St/Steel,"The Sterling Pro EVO-Self-120-SS is a stainless steel self service display counter ideal for displaying pastries, pre-packed food, sandwiches and drinks. Featuring 3 stainless steel shelves and a stainless steel deck. This self service display counter comes with electronic controls and easy access for servicing & maintenance and low energy consumption. The modern elegant design will catch the eye in any café, convenience store or restaurant. The efficient refrigeration system is enhanced by the superb air-flow around each of the product shelves."," £1,999.00", 1 x 1 , 20%,No,N/A
5060750321720	,1018719,"Sterling Pro Cobus SPU300SL 3 Door Saladette Hinged Lid & Chop Board, 368 Litres","The Sterling Pro SPU300SL saladette counter is perfect for the quick preparation of sandwiches, salads and pizzas. The retractable lid gives access to your chilled fresh ingredients while the polycarbonate chopping board is the perfect place to build your finished products. The fan-assisted cooling system keeps everything inside the fridge safely chilled and the catering-grade stainless steel construction allows for easy cleaning. Dimensions (mm): W1365 x D700 x H876 Packed Dimensions (mm): W1410 x D750 x H950 Max Ambient: 32°C Climate Class: 4 Gross Capacity: 368 Litres Temperature Range: +2 to +8°C Exterior Finish: Stainless Steel Interior Finish: Stainless Steel Insulation: 35mm Refrigerant: R290 Cooling Type: Static cooling with fan Number of Shelves: 3 Defrost Type: Automatic Power Supply: 13amp Plug Product Weight: 120kg", £846.00, 1 x 1 , 20%,No,N/A
5060750321829	,1018706,"Sterling Pro Cobus SPT1400-330-SS Topping Well, Stainless Steel Lid, 6 x GN1/4",The Sterling Pro SPT1400-330-SS is designed to keep your fresh toppings & fillings stored at the perfect temperature. Manufactured from catering-grade stainless steel it is very easy to keep clean. The stainless steel lid can be lowered at quieter times to ensure ingredients are kept as fresh as possible. Dimensions (mm): W1400 x D335 x H435 Packed Dimensions (mm): W1450 x D400 x H550 Temperature Range: +2°C to +8°C Product Weight: 42kg Gross Capacity: 6 x GN1/4 Cooling Type: Static Refrigerant: R600a Exterior Finish: Stainless Steel Interior Finish: Stainless Steel Power Supply: 13amp Plug, £488.00, 1 x 1 , 20%,No,N/A
5060750322062	,1019026,Sterling Pro Single Door Bottle Cooler Stainless Steel,N/A, £544.00, 1 x 1 , 20%,No,N/A
5029358023320	,1017047,Nightcomfort T230 Percale Cotton 13.5 Tog Duvet DB 200x200cm,Nightcomfort Duvet Percale Cotton T230 13.5 Tog Double Cover fabric: Percale Pure White Cotton Filling: Fine quality hypoallergenic spiral fibre 100% polyester Size: 200x200cm Tog: 13.5 Confection: Durable bound edge with channel quilting for elegant look Natural pure Cotton cover fabric with selection of very fine quality silkily feel hypoallergenic polyester fibre for just like down feel. We are specialized in Home and Hospitality textiles. And a vertically integrated manufacturer providing bedding product exactly to fulfil your requirements. Delivery lead time is 3 days, £34.99, 1 x 1 , 20%,No,N/A
5060715581350	,1015374,Premium Full Zip Micro Fleece Charcoal(40-42/M),"Premium Full Zip Micro Fleece Charcoal(40-42/M) DELIVERY 5 WORKING DAYS Size Guide: UK Size: Medium (40""-42"") 100% Polyester Super Anti Pill Micro Fleece Weight 300 gsm", £19.99, 1 x 1 , 20%,No,N/A
5060763250321	,1018991,Coreco 2525mm Serveover Curved Glass,"The Coreco CVED-8-25-C Curved Glass Serveover is only 800mm deep, allowing easy fit through standard doors and allowing quick installation into your premises without disrupting business. The CVED-8-25-C has a slick design and look, offering lighting from the top down onto your produce to make it look as appealing as possible and includes an intermediate shelf as standard."," £2,016.00", 1 x 1 , 20%,No,N/A
0702811594685	,1012003,ZZap D50i Banknote Counter,"ZZap D50i Banknote Counter The D50i is a truly unique product. You can enjoy great functionality in a small & compact machine and thanks to its inbuilt rechargeable battery you can operate the D50i practically anywhere. It can value count up to 8 currencies and if need be, you can download other currencies and updates via the USB and SD card ports. It also counts at a quick 250 banknotes per minute. With its 100% accurate counterfeit detection, even the most advanced counterfeit banknote will be detected. Batch, add & sort functions help you organise your cash and you can even view, save and print your counting report on a PC. KEYWORDS: Bank Note Banknote Money Cash Currency Value Count Counter Fake Detector Machine", £389.99, 1 x 1 , 20%,No,N/A
0728360999870	,1012004,ZZap MS10 Coin Counting Scale,"ZZap MS10 Coin Counting Scale The MS10 silently counts coins, coin bags and coin rolls quicker and more reliably than the most experienced cashier. Unlike other products, the MS10 can count an impressive 3 kilograms worth of coins in less than a second. The MS10 is easy to use and has an excellent backlit display. Counting results can be exported to a PC or printed. The MS10 is perfect for counting non-cash items, the add function makes administration easy and it can even run off batteries. KEYWORDS: Coin Counting Scale Checker Money Cash Currency Counter Battery Machine UK", £84.99, 1 x 1 , 20%,No,N/A
5055198022070	,1013073,"6 Pint Ice Bucket, Round, White","6 Pint Ice Bucket, Round, White", £16.72, 1 x Sgl , 20%,No,N/A
0602464970884	,1011995,ZZap NC10 Banknote Counter,"ZZap NC10 Banknote Counter The NC10 is ideal for when you need a fast, portable banknote counter such as at markets, events or kiosks. The NC10 is a lightweight & compact banknote counter that operates on battery power (or mains electricity) allowing you to operate the NC10 anywhere, anytime. The NC10 counts a quick 600 banknotes per minute and thanks to its add function you can keep track of the total counting result across individual runs. KEYWORDS: Bank Note Banknote Money Currency Counter Count Fast Pound Cash Machine", £69.99, 1 x 1 , 20%,No,N/A
0702811594678	,1012002,ZZap D50+ Banknote Counter,"ZZap D50+ Banknote Counter The D50+ is a truly unique product. You can enjoy great functionality in a small & compact machine and thanks to its inbuilt rechargeable battery you can operate the D50+ practically anywhere. It can value count up to 4 currencies and if need be, you can download other currencies and updates via the USB and SD card ports. It also counts at a quick 250 banknotes per minute. With its 100% accurate counterfeit detection, even the most advanced counterfeit banknote will be detected. Batch, add & sort functions help you organise your cash and you can even view, save and print your counting report on a PC. KEYWORDS: Bank Note Banknote Money Cash Currency Value Count Counter Fake Detector Machine", £304.99, 1 x 1 , 20%,No,N/A
0652508998961	,1011997,ZZap NC30 Banknote Counter,"ZZap NC30 Banknote Counter The NC30 is simply the best banknote counter in this price range. The NC30 has one of the fastest counting speeds of any other banknote counter and verifies each and every banknote with its advanced 5-fold counterfeit detection. The NC30 sort function detects rogue denominations, the batch counting function is the fastest way to prepare cash drawers and bank deposits and with its top loading hopper it’s perfect for high volume counting. KEYWORDS: Bank Note Banknote Money Currency Counter Count Fake Detector Pound Cash Machine", £309.99, 1 x 1 , 20%,No,N/A
0602464970891	,1011996,ZZap NC20i Banknote Counter,"ZZap NC20i Banknote Counter The NC20i has established itself as one of the bestselling banknote counters. The NC20i counts all world currencies at 1,000 banknotes per minute while verifying each and every banknote with 5-fold counterfeit detection. The sort function detects different denominations and with its batch counting function, preparing cash drawers and bank deposits is made quick and easy. Excellent counterfeit detection, high speed counting and superior reliability make the NC20i a great all round banknote counter. KEYWORDS: Bank Note Banknote Money Currency Counter Count Fake Detector Pound Cash Machine", £189.99, 1 x 1 , 20%,No,N/A
0652508998985	,1011987,ZZap CS20 Coin Counter & Sorter,"ZZap CS20 Coin Counter & Sorter The CS20 quickly counts and sorts your coins, freeing up your precious time. The CS20 displays the total value counted and reports the total quantity counted per denomination on its large LED display. The CS20’s fast counting speed (220 coins/min) makes counting and sorting a quick and simple task and with its batch counting function preparing bank bags, coin rolls and cash drawers has never been easier. KEYWORDS: AUTO ELECTRONIC MONEY COIN CASH CURRENCY COUNTER COUNTING SORTER MACHINE GBP UK", £129.99, 1 x 1 , 20%,No,N/A
0702811594661	,1012001,ZZap D50 Banknote Counter,"ZZap D50 Banknote Counter The D50 is a truly unique product. You can enjoy great functionality in a small & compact machine. It can value count up to 4 currencies and if need be, you can download other currencies and updates via the USB and SD card ports. It also counts at a quick 250 banknotes per minute. With its 100% accurate counterfeit detection, even the most advanced counterfeit banknote will be detected. Batch, add & sort functions help you organise your cash and you can even view, save and print your counting report on a PC. KEYWORDS: Bank Note Banknote Money Cash Currency Value Count Counter Fake Detector Machine", £284.99, 1 x 1 , 20%,No,N/A
0610370588130	,1012000,ZZap D40 Counterfeit Detector,"ZZap D40 Counterfeit Detector The D40 is the ultimate counterfeit detector. It combines the best anti-counterfeit technology with effortless operation. 100% accurate verification ensures complete piece of mind and with it being so small & compact it can fit in any work environment. The D40 verifies a banknote in less than 0.5 seconds, using 7 different counterfeit detections. It even recognises the currency and value of each banknote and automatically adds your batch together. KEYWORDS: COUNTERFEIT FAKE BANK NOTE BANKNOTE MONEY FORGERY DETECTOR CHECKER COUNTER", £84.99, 1 x 1 , 20%,No,N/A
0702811661868	,1011998,ZZap NC50 Mixed Denomination Banknote Counter,"ZZap NC50 Mixed Denomination Banknote Counter The NC50 creates a new class of its own. It features mixed denomination value counting for up to 12 currencies, 100% accurate counterfeit detection, high speed counting and much more. Designed and tested for high volume counting the NC50 is as reliable as it is functional. The NC50 is loaded with features that make your life easier. Batch, add and sort functions help you organise your cash. The USB currency update port allows you to count newly issued banknotes and download other currencies. And with its top loading hopper it makes it possible to add banknotes to the hopper while it runs for continuous counting. KEYWORDS: Bank Note Banknote Money Cash Currency Value Count Counter Fake Detector Machine", £579.99, 1 x 1 , 20%,No,N/A
08833147131694	,1012326,Arcoroc Rocaleo Sand Mug 30cl,"Arcoroc Rocaleo Sand Mug 30cl - Rocaleo, a natural touch, is a mix & match range of stylish colours: Marine Blue, Nature, Sand and Grey, making Rocaleo the perfect dinnerware collection for global, casual and contemporary dining. The textured matte underside of each piece brings added interest, whilst the unhandled cups are a fantastic feature that is perfect as a table water glass or stylish serving bowl.", £31.99, 1 x 6 , 20%,No,N/A
08833147131830	,1012324,Arcoroc Rocaleo Sand Low Cup 20cl,"Arcoroc Rocaleo Sand Low Cup 20cl - Rocaleo, a natural touch, is a mix & match range of stylish colours: Marine Blue, Nature, Sand and Grey, making Rocaleo the perfect dinnerware collection for global, casual and contemporary dining. The textured matte underside of each piece brings added interest, whilst the unhandled cups are a fantastic feature that is perfect as a table water glass or stylish serving bowl.", £28.49, 1 x 6 , 20%,No,N/A
5055198000184	,1013079,"10L Ice Bucket, Clear","10L Ice Bucket, Clear Double wall insulated plastic ice bucket with drain way base liner", £25.74, 1 x Sgl , 20%,No,N/A
0652508998930	,1012006,ZZap MS40+ Money Counting Scale,"ZZap MS40+ Money Counting Scale The MS40+ is the ultimate all-in-one time saver. The MS40+ silently counts coins and banknotes whether they are loose, bagged, rolled or bundled and it can even count non-cash items. The MS40+ can count a cash drawer in less than 2 minutes enabling your staff to spend more time on other tasks. With its easy to use interface and excellent LCD display, the MS40+ offers quick and painless operation. To make administration even easier, reference numbers can be used to tag count reports with tills or cashiers. Furthermore, all count data can be saved to the internal memory or be exported to a PC. The MS40+ also features an inbuilt rechargeable battery giving you the freedom to count your cash any time, any place. KEYWORDS: Money Scales Coin Counter Checker Banknote Note Cash Currency Battery Machine UK", £229.99, 1 x 1 , 20%,No,N/A
5060466555716	,1016853,Hotel Essentials 6 Pack Towel Bale Silver Grey,"Hotel Essentials 6 Pack Towel Bale Silver Grey This essential towel bundle in Silver Grey is made from ring spun cotton that is absorbent and quick to dry. The six pack towel bale consists of two face cloths, two hand towels and two bath towels. Wrapped with a satin ribbon, this bundle makes for a perfect gift. Woven to offer super softness, durability and absorbency with its 450gsm weight, the range has a stylish woven chenille border and edging at both ends. Deliveries 3-5 working days from receipt of order.", £15.99, 1 x 1 bale , 20%,No,N/A
5060210630829	,1016927,Unisex Shawl Bathrobe L/XL Navy 3 Pack,"Unisex Shawl Bathrobe L/XL Navy 3 Pack Our Hotel Essentials Bathrobe is both softer and loftier, and is created using 100% combed cotton. It is shawl collared and guarantees maximum comfort as soon as you put it on. Deliveries 3-5 working days from receipt of order.", £55.99, 1 x 3 robes , 20%,No,N/A
5029358023238	,1017038,Nightcomfort Pillow Soft Touch Microfibre 48x74cm Firm 850g,Nightcomfort Pillow Soft Touch Microfibre 48x74cm Firm 850g Cover fabric: Microfibre Peach 100% polyester Filling: Hollow fibre 100% polyester Size: 48x74cm Pillow weight: 850g Support: Firm Soft Microfibre hollow fibre filled pillow with luxury peach finish microfibre cover. Favourite for truly firm support for domestic and commercial/ Hotel environment. We are specialized in Home and Hospitality textiles. And a vertically integrated manufacturer providing bedding product exactly to fulfil your requirements. Delivery lead time is 3 days, £9.49, 1 x 1 , 20%,No,N/A
5060414179674	,1015162,Full Zip Soft Shell Jacket Black (XL),Full Zip Soft Shell Jacket Black (XL) DELIVERY 5 WORKING DAYS Size Guide: UK Size: X-Large (44-46) 3 Layer Waterproof 10000 mm Bonded Fabric, £25.99, 1 x 1 , 20%,No,N/A
5060715580148	,1015252,Hi Viz Safety Jacket Yellow (46-48/2XL),Hi Viz Safety Jacket Yellow (46-48/2XL) DELIVERY 5 WORKING DAYS Size Guide: UK Size: 2X-Large (46-48) Outer Fabric 300 Denier 100% Polyester, £24.99, 1 x 1 , 20%,No,N/A
5029358023443	,1017100,Luxury Hotel Duvet Stripe  Microfibre 13.5 Tog DB 200x200cm,Luxury Hotel Duvet Stripe Microfibre 13.5 Tog Double 200x200cm Cover fabric: Stripe Soft Touch Microfibre 100% polyester Filling: Bounceback hypoallergenic 100% polyester fibre compliant with British fire safety regulations. Size: 200x200cm Tog: 13.5 Confection: Nicely done with straight channel quilting and over lock edges to provide luxury touch. Beautiful soft touch microfibre fabric with best selection of hypoallergenic polyester fibre for luxurious cuddly soft touch experience to meet domestic and Hotel requirements. We are specialized in Home and Hospitality textiles. And a vertically integrated manufacturer providing bedding product exactly to fulfil your requirements. Delivery lead time is 3 days, £20.99, 1 x 1 , 20%,No,N/A
5060414179803	,1015175,Super Pro Bodywarmer Black (S),Super Pro Bodywarmer Black (S) DELIVERY 5 WORKING DAYS Size Guide: UK Size: Small (38-40) 100% Polyester Water Repellent Coated Fabric Weight 250 gsm, £23.99, 1 x 1 , 20%,No,N/A
5060414179797	,1015174,Super Pro Bodywarmer Navy (2XL),Super Pro Bodywarmer Navy (2XL) DELIVERY 5 WORKING DAYS Size Guide: UK Size: 2X-Large (46-48) Weight 250 gsm, £23.99, 1 x 1 , 20%,No,N/A
5060414179810	,1015176,Super Pro Bodywarmer Black (M),Super Pro Bodywarmer Black (M) DELIVERY 5 WORKING DAYS Size Guide: UK Size: Medium (40-42) 100% Polyester Water Repellent Coated Fabric Weight 250 gsm, £23.99, 1 x 1 , 20%,No,N/A
5060715580216	,1015259,Hi Viz Trouser Yellow (32/M),Hi Viz Trouser Yellow (32/M)) DELIVERY 5 WORKING DAYS Size Guide: UK Size: Medium (32) 300 Denier 100% Polyester PU Coated Fabric, £15.99, 1 x 1 , 20%,No,N/A
5060414179827	,1015177,Super Pro Bodywarmer Black (L),Super Pro Bodywarmer Black (L) DELIVERY 5 WORKING DAYS Size Guide: UK Size: Large (42-44) 100% Polyester Water Repellent Coated Fabric Weight 250 gsm, £23.99, 1 x 1 , 20%,No,N/A
5060210631376	,1016921,Unisex Shawl Bathrobe L/XL Navy 2 Pack,"Unisex Shawl Bathrobe L/XL Navy 2 Pack Our Hotel Essentials Bathrobe is both softer and loftier, and is created using 100% combed cotton. It is shawl collared and guarantees maximum comfort as soon as you put it on. Deliveries 3-5 working days from receipt of order.", £37.49, 1 x 2 robes , 20%,No,N/A
5060750322086	,1019024,Sterling Pro Triple Door Bottle Cooler ST/STEEL HINGED,N/A, £887.00, 1 x 1 , 20%,No,N/A
5055198001884	,1013125,Boston Cocktail Shaker,Boston Cocktail Shaker, £7.99, 1 x Sgl , 20%,No,N/A
5060750321775	,1018710,"Sterling Pro Cobus SPU200PZ 2 Door Prep Counter 5 x GN1/6, 240 Litres",The Sterling Pro SPU200PZ pizza prep counter is designed to store fresh topping ingredients in a convenient and safe unit behind the worktop making it easy to create the perfect pizzas. The catering-grade stainless steel construction is durable and extremely easy to clean. Featuring a powerful fan-assisted system the SPU200PZ will keep your ingredients at the perfect temperature even during busy hours. Dimensions (mm): W900 x D700 x H970 Packed Dimensions (mm): W950 x D750 x H1050 Max Ambient: 32°C Climate Class: 4 Gross Capacity: 240 Litres Temperature Range: +2 to +8°C Exterior Finish: Stainless Steel Interior Finish: Stainless Steel Insulation: 35mm Refrigerant: R600a Cooling Type: Static cooling with fan Number of Shelves: 2 Defrost Type: Automatic Power Supply: 13amp Plug Product Weight: 112kg, £705.00, 1 x 1 , 20%,No,N/A
5060414177298	,1014781,"Cargo Trouser Navy 38/ 31""","Cargo Trouser Navy 38/ 31"" DELIVERY 5 WORKING DAYS Size: Waist 38"" / Leg:Regular (31"") 65% Polyester, 35% Cotton 245gsm", £17.99, 1 x 1 , 20%,No,N/A
5060466555723	,1016855,Hotel Essentials 6 Pack Towel Bale Stone/Mocha,"Hotel Essentials 6 Pack Towel Bale Stone/Mocha This essential towel bundle in Stone/Mocha is made from ring spun cotton that is absorbent and quick to dry. The six pack towel bale consists of two face cloths, two hand towels and two bath towels. Wrapped with a satin ribbon, this bundle makes for a perfect gift. Woven to offer super softness, durability and absorbency with its 450gsm weight, the range has a stylish woven chenille border and edging at both ends. Deliveries 3-5 working days from receipt of order.", £15.99, 1 x 1 bale , 20%,No,N/A
5060715580179	,1015255,Hi Viz Safety Bomber Jacket Yellow (42-44/L),Hi Viz Safety Bomber Jacket Yellow (42-44/L) DELIVERY 5 WORKING DAYS Size Guide: UK Size: Large (42-44) Outer Fabric 300 Denier 100% Polyester, £24.99, 1 x 1 , 20%,No,N/A
5060414179766	,1015171,Super Pro Bodywarmer Navy (M),Super Pro Bodywarmer Navy (M) DELIVERY 5 WORKING DAYS Size Guide: UK Size: Medium (40-42) 100% Polyester Water Repellent Coated Fabric Weight 250 gsm, £23.99, 1 x 1 , 20%,No,N/A
5060715580193	,1015257,Hi Viz Safety Bomber Jacket Yellow (46-48/2XL),Hi Viz Safety Bomber Jacket Yellow (46-48/2XL) DELIVERY 5 WORKING DAYS Size Guide: UK Size: 2X-Large (46-48) Outer Fabric 300 Denier 100% Polyester, £24.99, 1 x 1 , 20%,No,N/A
5028250164391	,1018817,Colourworks Brights Polyethylene Reversible Cutting Board Blue  36.5cm x 25cm,"This non-toxic, non-stick, stain resistant chopping board provides the flexibility of being reversible, thereby allowing you to cut meats on one side and fruit and vegetables on the other (avoiding cross contamination of food). The surface is also designed to be gentle on knives ensuring your blades stay sharper for longer.", £54.99, 1 x 6 , 20%,No,N/A
5060210630041	,1016887,Hotel Essentials 4 Pack Bath Mat Charcoal Grey,"Hotel Essentials 4 Pack Bath Mats Charcoal Grey Our Hotel Essentials Bath Mat has been designed with passion and manufactured by dedicated craftsmen using only the best materials, ensuring comfort and durability. Created using 100% cotton, these bath mats are designed to be extremely absorbent once you step out of a relaxing bath or a hot shower, with its slight raised pile providing underfoot comfort. Deliveries 3-5 working days from receipt of order.", £27.49, 1 x 4 bath mats , 20%,No,N/A
5060210630775	,1016925,Unisex Shawl Bathrobe S/M White 3 Pack,"Unisex Shawl Bathrobe S/M White 3 Pack Our Hotel Essentials Bathrobe is both softer and loftier, and is created using 100% combed cotton. It is shawl collared and guarantees maximum comfort as soon as you put it on. Deliveries 3-5 working days from receipt of order.", £55.99, 1 x 3 robes , 20%,No,N/A
5060715580223	,1015260,Hi Viz Trouser Yellow (34/L)),Hi Viz Trouser Yellow (34/L)) DELIVERY 5 WORKING DAYS Size Guide: UK Size: Large (34) 300 Denier 100% Polyester PU Coated Fabric Washable 25X, £15.99, 1 x 1 , 20%,No,N/A
5060466552388	,1016929,Spa 6 Pack Hand Towels Mocha,"Spa 6 Pack Hand Towels Mocha Special dual construction towels in Luxury Egyptian Cotton fibres, one side is soft zero twist for loft with permanent softness, and the reverse is two fold yarn for extra strength and durability. Uniquely designed to be incredibly soft on one side and incredibly absorbent on the other. Not only do they promise you all the legendary luxury of the finest Egyptian cotton, they also offer all of the contemporary elegance you could ever wish for, that will look good in absolutely every bathroom. Pack includes 6 hand towels. Deliveries 3-5 working days from receipt of order.", £32.49, 1 x 6 towels , 20%,No,N/A
4043055024993	,1014269,Hobart Ecomax Dishwasher F504,"Hobart Ecomax Dishwasher F504 Hobart Ecomax dishwasher featuring: 500 x 500 rack for glasses with a capacity of 18 plates Electronic control for cycles and water consumption Rotating wash and rinse arms for an even water distribution Indented nozzles prevent blocking Thermostop function for guaranteed temperatures Self-flushing programme to maintain hygiene within the machine Option with inbuilt water softener available (F504S) Includes connection cable, supply and drain hose for immediate operation Power requirement: 4.1kW 230/50/1 FUSED AT: 1 x 25amps CONFIGURABLE TO: 5.9kw 400/50/3 FUSED AT: 3 x 16amps 2.2kW 230/50/1 FUSED AT: 1 x 13 amps"," £1,922.00", 1 x 1 , 20%,No,N/A
4043055025167	,1014267,Hobart Ecomax Glasswasher G504,"Hobart Ecomax Glasswasher G504 Hobart Ecomax glasswasher featuring: 500 x 500 rack for glasses with a capacity of 25 pint glasses Electronic control for cycles and water consumption Rotating wash and rinse arms for an even water distribution Indented nozzles prevent blocking Thermostop function for guaranteed temperatures Self-flushing programme to maintain hygiene within the machine Option with inbuilt water softener available (G504S) Includes connection cable, supply and drain hose for immediate operation Power requirement: 4.1kW 230/50/1 FUSED AT: 1 x 25amps CONFIGURABLE TO: 5.9kw 400/50/3 FUSED AT: 3 x 16amps 2.2kW 230/50/1 FUSED AT: 1 x 13 amps"," £1,761.00", 1 x 1 , 20%,No,N/A
10883314590682	,1012728,Arcoroc Mekkano Glass Dish  7.3 x 7.3cm,"Arcoroc Mekkano Glass Dish 7.3 x 7.3cm - Mekkano is a great way to bring food alive at the table. Perfect for grazing concepts and lively street food, each piece is designed to be modular. The funky dishes are matched by 2 serving boards. One side has a recessed area where the dishes sit, whilst the other is flat for creative presentation. On the narrow board there is also an area where a wine, tumbler or coﬀee cup can sit. Build your style.", £25.99, 1 x 6 , 20%,No,N/A
5055198032291	,1012458,"Aluminium Pizza Peel with Wooden Handle, 90 cm Long","Aluminium Pizza Peel with Wooden Handle Blade: 360 x 300 mm (12"" x 14""), Overall length: 540mm (21 1/4""). Not Dishwasher safe.", £17.21, 1 x 1 , 20%,No,N/A
8003437214127	,1013126,Whirlpool 1000w Commercial Microwave PRO25IX,"Whirlpool 1000w Programmable Commercial Microwave PRO25IX Variable power levels Touch controls 20 programme settings 25 litre capacity 511mm W x 431mm D x 311mm H Suitable for sauces, desserts etc Perfect for staff rooms 3 year parts and labour warranty", £199.00, 1 x 1 , 20%,No,N/A
5028250115775	,1018764,KitchenCraft Plastic Pudding Basin 1/2 Pint (275ml),"Traditional shaped plastic pudding basin with secure lid. Ideal for boiling, steaming and use in a microwave and pressure cooker. Made from a non-toxic, non-stick plastic, the basin is easy to use and re-use time and again. Other sizes also available", £27.99, 1 x 12 , 20%,No,N/A
5060210631642	,1016867,Hotel Essentials 2 Pack Bath Mat Charcoal Grey,"Hotel Essentials 2 Pack Bath Mats Charcoal Grey Our Hotel Essentials Bath Mat has been designed with passion and manufactured by dedicated craftsmen using only the best materials, ensuring comfort and durability. Created using 100% cotton, these bath mats are designed to be extremely absorbent once you step out of a relaxing bath or a hot shower, with its slight raised pile providing underfoot comfort. Deliveries 3-5 working days from receipt of order.", £19.99, 1 x 2 bath mats , 20%,No,N/A
4974019418728	,1016395,Sharp R21AT 1000W Professional Microwave Oven,Sharp R21AT 1000W Professional Microwave Oven • 1000W output • Touch controls with 20 presets • 11 power levels • Unique express defrost • Double quantity facility • Countercheck • Extra menu feature • 1.55kW • External Dimensions: 520 W 406 D 309 H • Internal Dimensions: 351 W 372 D 211 H Handling time 2 working days, £270.00, 1 x 1 , 20%,No,N/A
0020053005708	,1013129,Lime Squeezer,Lime Squeezer, £12.36, 1 x Sgl , 20%,No,N/A
